
601—800,Shantou UniversityChinaExplore,"9,805",13.8,n/a,49 : 51
601—800,Shinshu UniversityJapanExplore,"11,026",10.4,2%,32 : 68
601—800,Shiraz UniversityIran,"13,686",21.5,1%,52 : 48
601—800,Sichuan UniversityChina,"61,533",14.1,4%,49 : 51
601—800,Sohag UniversityEgypt,"36,460",24.4,n/a,76 : 24
601—800,South China University of TechnologyChina,"41,868",17.0,3%,34 : 66
601—800,University of Southern QueenslandAustraliaExplore,"14,388",27.9,20%,55 : 45
601—800,Sri Venkateswara UniversityIndia,"6,880",15.5,n/a,25 : 75
601—800,Suez Canal UniversityEgypt,"34,490",12.3,2%,61 : 39
601—800,Sultan Qaboos UniversityOman,"7,634",8.5,3%,50 : 50
601—800,Suranaree University of TechnologyThailand,"10,548",26.8,1%,53 : 47
601—800,University of SzegedHungary,"21,420",13.1,11%,58 : 42
601—800,São Paulo State University (UNESP)Brazil,"53,884",14.1,2%,51 : 49
601—800,TOBB University of Economics and TechnologyTurkey,"4,506",17.6,1%,42 : 58
601—800,Taipei Medical UniversityTaiwanExplore,"6,102",10.4,6%,57 : 43
601—800,Tallinn University of TechnologyEstonia,"13,050",24.5,6%,45 : 55
601—800,Tata Institute of Fundamental ResearchIndia,579,2.2,1%,33 : 67
601—800,Technical University of MadridSpain,"40,523",13.3,12%,32 : 68
601—800,Teesside UniversityUnited KingdomExplore,"11,376",18.5,11%,57 : 43
601—800,University of TehranIran,"54,000",27.0,1%,45 : 55
601—800,Tehran University of Medical SciencesIran,"13,388",8.1,2%,60 : 40
601—800,Universiti Teknologi MalaysiaMalaysia,"21,992",11.9,19%,49 : 51
601—800,Texas Tech UniversityUnited States,"30,145",20.2,7%,45 : 55
601—800,University of Texas at El PasoUnited States,"16,389",24.3,7%,53 : 47
601—800,Tezpur UniversityIndia,"3,300",13.6,n/a,42 : 58
601—800,Tokushima UniversityJapan,"7,550",9.0,3%,34 : 66
601—800,Tokyo University of Agriculture and TechnologyJapan,"5,802",14.8,5%,27 : 73
601—800,Tokyo University of ScienceJapan,"19,911",25.2,1%,20 : 80
601—800,Toyohashi University of Technology (TUT)Japan,"2,331",9.9,8%,10 : 90
601—800,Universiti Teknologi PetronasMalaysiaExplore,"5,466",14.1,27%,36 : 64
601—800,University of VigoSpain,"20,834",17.2,4%,50 : 50
601—800,Vilnius UniversityLithuania,"18,442",11.9,4%,64 : 36
601—800,Waseda UniversityJapan,"51,809",16.6,8%,35 : 65
601—800,University of the West of EnglandUnited Kingdom,"20,754",19.3,17%,53 : 47
601—800,University of the West of ScotlandUnited KingdomExplore,"11,593",20.7,11%,60 : 40
601—800,West University of TimişoaraRomania,"13,555",18.3,4%,65 : 35
601—800,University of the Western CapeSouth Africa,"20,182",33.2,8%,60 : 40
601—800,University of WestminsterUnited Kingdom,"16,568",20.1,45%,58 : 42
601—800,University of WindsorCanada,"15,453",18.7,16%,52 : 48
601—800,Yamagata UniversityJapan,"8,866",8.3,2%,34 : 66
601—800,University of YamanashiJapan,"4,842",6.9,4%,30 : 70
601—800,Yeungnam UniversitySouth Korea,"22,658",16.2,3%,49 : 51
601—800,Yokohama City UniversityJapan,"4,851",5.0,2%,55 : 45
601—800,Yuan Ze UniversityTaiwan,"8,814",20.9,5%,42 : 58
601—800,École Centrale de LyonFrance,"1,872",17.7,23%,26 : 74
601—800,Izmir Institute of TechnologyTurkey,"4,201",19.0,4%,45 : 55
> 800,Acharya Nagarjuna UniversityIndia,"5,605",17.4,3%,27 : 73
> 800,Adam Mickiewicz UniversityPoland,"39,291",15.0,2%,71 : 29
> 800,"University of Agriculture, FaisalabadPakistan","15,122",29.0,n/a,36 : 64
> 800,Ain Shams UniversityEgypt,"133,048",12.5,2%,59 : 41
> 800,Alexandria UniversityEgypt,"154,366",26.9,3%,47 : 53
> 800,Alexandru Ioan Cuza UniversityRomania,"23,707",29.7,3%,59 : 41
> 800,Amity UniversityIndia,"25,391",15.0,3%,38 : 62
> 800,Amrita Vishwa VidyapeethamIndia,"18,938",11.9,9%,n/a
> 800,Anadolu UniversityTurkey,"1,414,640",594.4,n/a,44 : 56
> 800,"University of the Andes, VenezuelaVenezuela","54,595",23.2,n/a,60 : 40
> 800,Andhra UniversityIndia,"10,882",21.0,4%,55 : 45
> 800,Ankara UniversityTurkey,"59,554",16.4,4%,53 : 47
> 800,Autonomous University of Nuevo LeónMexico,"104,912",28.9,n/a,n/a
> 800,Autonomous University of PueblaMexico,"64,029",14.3,n/a,52 : 48
> 800,Autonomous University of the State of MexicoMexico,"52,482",22.8,n/a,56 : 44
> 800,Bahauddin Zakariya UniversityPakistan,"21,433",30.2,n/a,47 : 53
> 800,Bandung Institute of Technology (ITB)Indonesia,"19,757",13.9,1%,41 : 59
> 800,Belarusian State UniversityBelarus,"28,822",10.0,6%,69 : 31
> 800,University of BelgradeSerbia,"99,335",25.4,4%,60 : 40
> 800,University of BucharestRomania,"31,305",23.5,2%,70 : 30
> 800,Cairo UniversityEgypt,"256,470",46.3,2%,48 : 52
> 800,Central South UniversityChina,"55,100",17.0,1%,40 : 60
> 800,University of Cergy-PontoiseFrance,"17,165",9.3,14%,57 : 43
> 800,Chiba Institute of TechnologyJapan,"9,644",34.0,1%,10 : 90
> 800,China University of Mining and TechnologyChina,"43,024",19.0,1%,26 : 74
> 800,Chongqing UniversityChina,"46,461",16.5,3%,n/a
> 800,Chungnam National UniversitySouth Korea,"22,433",21.9,3%,34 : 66
> 800,Chuo UniversityJapan,"26,908",38.8,3%,34 : 66
> 800,Cochin University of Science and TechnologyIndia,"7,615",32.1,n/a,35 : 65
> 800,University of ColomboSri Lanka,"16,296",22.4,1%,40 : 60
> 800,University of Costa RicaCosta Rica,"30,067",10.1,%,52 : 48
> 800,Czech University of Life Sciences Prague (CULS)Czech Republic,"18,149",22.0,16%,55 : 45
> 800,University of DebrecenHungary,"28,812",19.7,13%,57 : 43
> 800,Doshisha UniversityJapan,"28,899",23.0,3%,38 : 62
> 800,University of Electronic Science and Technology of ChinaChina,"34,483",16.1,1%,23 : 77
> 800,Embry-Riddle Aeronautical UniversityUnited States,"15,259",10.2,10%,16 : 84
> 800,Erciyes UniversityTurkey,"31,185",24.2,3%,46 : 54
> 800,Federal University of BahiaBrazil,"35,173",14.2,1%,47 : 53
> 800,Federal University of Ceará (UFC)Brazil,"34,836",17.8,1%,48 : 52
> 800,Federal University of GoiásBrazil,"29,785",5.2,n/a,46 : 54
> 800,Federal University of PernambucoBrazil,"31,512",12.3,1%,51 : 49
> 800,Federal University of Rio Grande do Norte (UFRN)Brazil,"40,110",18.7,1%,48 : 52
> 800,Federal University of Santa MariaBrazil,"24,695",13.0,n/a,n/a
> 800,Federal University of São CarlosBrazil,"16,556",14.3,2%,n/a
> 800,Federal University of ViçosaBrazil,"16,819",13.9,2%,51 : 49
> 800,Federal University of LavrasBrazil,"11,894",20.8,1%,52 : 48
> 800,Ferdowsi University of MashhadIran,"23,187",29.4,4%,57 : 43
> 800,Fluminense Federal UniversityBrazil,"43,821",13.0,n/a,55 : 45
> 800,Fu Jen Catholic UniversityTaiwan,"27,427",25.2,5%,58 : 42
> 800,Gazi UniversityTurkey,"76,768",25.0,3%,49 : 51
> 800,Gdańsk University of TechnologyPoland,"25,491",20.9,1%,39 : 61
> 800,Gifu UniversityJapan,"7,280",10.0,4%,34 : 66
> 800,University of GuadalajaraMexicoExplore,"109,375",51.0,1%,51 : 49
> 800,Gunma UniversityJapan,"6,393",9.6,3%,36 : 64
> 800,Hallym UniversitySouth Korea,"9,497",11.1,2%,n/a
> 800,Hashemite UniversityJordan,"29,803",32.8,1%,61 : 39
> 800,Hosei UniversityJapan,"29,171",38.7,1%,34 : 66
> 800,I-Shou UniversityTaiwan,"16,583",30.5,11%,45 : 55
> 800,University of IbadanNigeria,"26,753",17.3,1%,45 : 55
> 800,University of IndonesiaIndonesia,"46,775",21.3,n/a,57 : 43
> 800,Islamic Azad University KarajIran,"30,000",52.4,1%,53 : 47
> 800,Ivane Javakhishvili Tbilisi State UniversityGeorgia,"21,675",28.6,2%,62 : 38
> 800,Iwate UniversityJapan,"5,719",14.4,3%,37 : 63
> 800,Jiangsu UniversityChinaExplore,"32,664",7.2,3%,41 : 59
> 800,Jinan UniversityChinaExplore,"45,094",19.7,26%,58 : 42
> 800,University of JordanJordan,"26,532",12.5,17%,65 : 35
> 800,Kansai UniversityJapan,"30,178",10.9,3%,39 : 61
> 800,University of KarachiPakistan,"22,990",19.6,n/a,57 : 43
> 800,Kasetsart UniversityThailand,"67,148",23.0,1%,60 : 40
> 800,Kaunas University of TechnologyLithuania,"9,873",12.7,4%,40 : 60
> 800,Khon Kaen UniversityThailand,"37,320",15.6,1%,63 : 37
> 800,King Mongkut’s Institute of Technology LadkrabangThailand,"24,642",25.3,n/a,51 : 49
> 800,Kwansei Gakuin UniversityJapan,"24,107",15.6,4%,47 : 53
> 800,Kyushu Institute of Technology (Kyutech)Japan,"5,872",16.1,4%,12 : 88
> 800,University of LahorePakistan,"23,831",19.0,2%,32 : 68
> 800,University of LatviaLatvia,"12,480",31.0,6%,n/a
> 800,Lobachevsky State University of Nizhni NovgorodRussian Federation,"18,662",8.8,5%,53 : 47
> 800,London South Bank UniversityUnited Kingdom,"12,482",17.2,34%,54 : 46
> 800,Londrina State UniversityBrazil,"20,546",12.1,1%,57 : 43
> 800,Lviv Polytechnic National UniversityUkraine,"28,037",13.5,1%,n/a
> 800,Maharaja Sayajirao University of BarodaIndia,"37,783",54.8,n/a,52 : 48
> 800,Manipal UniversityIndiaExplore,"24,022",9.8,10%,45 : 55
> 800,Mansoura UniversityEgypt,"113,021",18.0,3%,54 : 46
> 800,Marmara UniversityTurkey,"66,212",32.6,4%,50 : 50
> 800,University of Marrakech Cadi AyyadMorocco,"64,260",44.1,1%,44 : 56
> 800,Meiji UniversityJapan,"32,433",29.6,4%,31 : 69
> 800,Ming Chuan UniversityTaiwan,"18,809",24.5,10%,60 : 40
> 800,Mohammed V University of RabatMorocco,"75,403",35.8,3%,48 : 52
> 800,University of MonastirTunisia,"24,724",13.8,1%,66 : 34
> 800,Tokyo City UniversityJapan,"8,150",15.9,1%,21 : 79
> 800,Nagaoka University of TechnologyJapan,"2,297",9.8,11%,10 : 90
> 800,University of NairobiKenya,"74,654",42.2,1%,40 : 60
> 800,Nanjing Tech UniversityChina,"28,861",18.3,1%,n/a
> 800,National Chengchi UniversityTaiwan,"15,922",17.4,12%,58 : 42
> 800,National Research University of Electronic Technology (MIET)Russian Federation,"4,460",10.5,2%,28 : 72
> 800,National Research Saratov State UniversityRussian Federation,"11,663",12.9,6%,63 : 37
> 800,National University of Science and Technology (MISiS)Russian Federation,"8,326",9.2,17%,38 : 62
> 800,National University of the SouthArgentina,"19,086",6.8,1%,58 : 42
> 800,National Taipei University of TechnologyTaiwan,"10,409",17.0,5%,26 : 74
> 800,National Technical University of Ukraine – Kyiv Polytechnic InstituteUkraine,"22,328",8.8,2%,32 : 68
> 800,Nicolaus Copernicus University in ToruńPoland,"22,551",11.2,1%,69 : 31
> 800,Novosibirsk State Technical UniversityRussian Federation,"11,358",12.6,17%,54 : 46
> 800,Ocean University of ChinaChina,"35,373",19.8,1%,n/a
> 800,Oita UniversityJapan,"5,834",7.1,2%,38 : 62
> 800,Osaka Prefecture UniversityJapan,"7,931",7.4,3%,35 : 65
> 800,Osmania UniversityIndia,"11,921",12.2,4%,34 : 66
> 800,Federal University of Ouro PretoBrazil,"15,948",17.5,n/a,50 : 50
> 800,University of PardubiceCzech Republic,"10,508",19.4,4%,55 : 45
> 800,RUDN UniversityRussian Federation,"14,773",8.8,34%,51 : 49
> 800,University of the PhilippinesPhilippines,"48,501",11.1,1%,59 : 41
> 800,Pontifical Catholic University of ParanáBrazil,"24,682",22.3,1%,53 : 47
> 800,Pontifical Catholic University of ValparaísoChile,"15,241",25.0,1%,44 : 56
> 800,Prince of Songkla UniversityThailand,"41,043",17.2,1%,71 : 29
> 800,Riga Technical UniversityLatvia,"11,790",27.3,7%,39 : 61
> 800,Rio de Janeiro State University (UERJ)Brazil,"24,276",11.6,n/a,55 : 45
> 800,Ritsumeikan UniversityJapan,"34,867",23.8,4%,36 : 64
> 800,Robert Gordon UniversityUnited Kingdom,"9,628",19.1,23%,60 : 40
> 800,SASTRA UniversityIndia,"13,649",18.5,n/a,48 : 52
> 800,SRM UniversityIndiaExplore,"42,345",15.6,2%,23 : 77
> 800,Saitama UniversityJapan,"7,459",11.7,2%,33 : 67
> 800,Saitama Medical UniversityJapan,"1,888",1.5,1%,53 : 47
> 800,Samara State Aerospace UniversityRussian Federation,"6,833",10.2,4%,n/a
> 800,"University of Santiago, Chile (USACH)Chile","22,720",20.7,1%,40 : 60
> 800,Sathyabama UniversityIndia,"15,918",20.1,1%,45 : 55
> 800,Sechenov UniversityRussian Federation,"16,774",9.0,11%,56 : 44
> 800,University of SeoulSouth Korea,"10,498",18.6,3%,36 : 64
> 800,Shaanxi Normal UniversityChina,"25,799",16.3,1%,73 : 27
> 800,Shahid Beheshti UniversityIran,"18,607",24.6,1%,52 : 48
> 800,Shanghai UniversityChina,"48,397",18.6,1%,45 : 55
> 800,Sheffield Hallam UniversityUnited Kingdom,"25,506",17.1,16%,54 : 46
> 800,Shibaura Institute of Technology TokyoJapanExplore,"9,357",17.4,2%,13 : 87
> 800,Shimane UniversityJapanExplore,"5,974",9.3,2%,38 : 62
> 800,Shizuoka UniversityJapan,"10,083",14.4,3%,29 : 71
> 800,Showa UniversityJapan,"3,728",2.5,n/a,58 : 42
> 800,Siberian Federal UniversityRussian Federation,"26,156",11.0,1%,46 : 54
> 800,Sidi Mohamed Ben Abdellah UniversityMorocco,"82,019",59.2,1%,43 : 57
> 800,University of Silesia in KatowicePoland,"26,470",14.0,2%,68 : 32
> 800,Simón Bolívar UniversityVenezuela,"12,545",15.0,n/a,45 : 55
> 800,Slovak University of Technology in BratislavaSlovakia,"16,402",15.2,2%,30 : 70
> 800,Sofia UniversityBulgaria,"23,158",13.7,4%,51 : 49
> 800,Sophia UniversityJapan,"13,468",25.2,9%,55 : 45
> 800,University of South AfricaSouth Africa,"187,043",97.4,9%,65 : 35
> 800,South Valley UniversityEgypt,"42,020",53.7,1%,62 : 38
> 800,Southern Federal UniversityRussian Federation,"22,455",7.7,6%,79 : 21
> 800,University of Southern MississippiUnited States,"14,143",17.8,3%,63 : 37
> 800,Southwest Jiaotong UniversityChina,"40,075",15.1,2%,27 : 73
> 800,State University of MaringáBrazil,"23,532",14.9,1%,59 : 41
> 800,University of TalcaChile,"10,436",25.1,1%,50 : 50
> 800,Tamkang UniversityTaiwan,"27,612",26.5,6%,48 : 52
> 800,Taras Shevchenko National University of KyivUkraine,"20,759",8.2,3%,60 : 40
> 800,Technical University of LiberecCzech RepublicExplore,"6,599",13.5,7%,65 : 35
> 800,Universiti Teknologi MARAMalaysia,"59,795",15.3,n/a,65 : 35
> 800,University of TlemcenAlgeria,"43,008",25.1,1%,67 : 33
> 800,Tokai UniversityJapan,"29,959",12.9,1%,27 : 73
> 800,Tokyo Denki UniversityJapan,"9,652",26.8,2%,10 : 90
> 800,Tokyo University of Marine Science and TechnologyJapan,"2,678",11.4,6%,33 : 67
> 800,Tomas Bata University in ZlínCzech Republic,"10,223",23.3,8%,n/a
> 800,Tottori UniversityJapan,"6,185",8.2,2%,35 : 65
> 800,University of ToyamaJapan,"9,308",11.3,3%,39 : 61
> 800,University of Tunis El ManarTunisia,"37,781",21.1,1%,65 : 35
> 800,Ural Federal UniversityRussian Federation,"28,089",10.0,4%,47 : 53
> 800,Universiti Utara MalaysiaMalaysia,"12,538",12.1,18%,73 : 27
> 800,Utsunomiya UniversityJapan,"5,024",14.6,5%,36 : 64
> 800,V.N. Karazin Kharkiv National UniversityUkraine,"15,778",10.4,25%,54 : 46
> 800,VIT UniversityIndia,"29,572",20.0,2%,25 : 75
> 800,Voronezh State UniversityRussian Federation,"14,011",10.1,9%,53 : 47
> 800,VŠB - Technical University of OstravaCzech RepublicExplore,"20,191",25.2,7%,n/a
> 800,University of West BohemiaCzech Republic,"14,067",19.7,3%,52 : 48
> 800,Wuhan University of TechnologyChina,"50,753",14.9,3%,30 : 70
> 800,Xiangtan UniversityChinaExplore,"28,407",19.7,1%,51 : 49
> 800,Xidian UniversityChina,"32,064",16.8,2%,29 : 71
> 800,Yamaguchi UniversityJapan,"10,573",11.0,3%,35 : 65
> 800,Yazd UniversityIran,"12,500",32.1,n/a,61 : 39
> 800,Yokohama National UniversityJapan,"10,124",13.0,7%,28 : 72
> 800,Autonomous University of YucatánMexico,"15,271",11.3,n/a,51 : 49
> 800,Yıldız Technical UniversityTurkey,"34,417",28.3,4%,37 : 63
> 800,University of ZagrebCroatia,"67,332",18.4,1%,58 : 42
> 800,University of ZanjanIran,"9,444",24.0,n/a,55 : 45
> 800,University of ŁódźPoland,"36,400",16.4,2%,66 : 34
