rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook
401—500,The Open UniversityUnited Kingdom,70859,33.9,8%,61 : 39,32.6—37.5,18.8,15.8,58.8,32.6,51.7
401—500,Oxford Brookes UniversityUnited Kingdom,12928,17.5,27%,57 : 43,32.6—37.5,27.7,25.3,37.8,32.3,71.5
401—500,Panthéon-Sorbonne University – Paris 1France,40121,32.8,20%,60 : 40,32.6—37.5,48,40.6,7.3,32.4,50.3
401—500,University of PisaItaly,50937,19.8,5%,52 : 48,32.6—37.5,20.4,18.5,73.3,36.5,34.3
401—500,Pontifical Catholic University of ChileChile,26188,15.6,7%,n/a,32.6—37.5,27.5,23,41.8,35.7,53.2
401—500,University of PortoPortugal,31753,18.6,9%,54 : 46,32.6—37.5,28.6,26.2,42.3,39.9,45.3
401—500,University of PortsmouthUnited KingdomExplore,18949,16.4,25%,45 : 55,32.6—37.5,16.7,13.2,61.8,32.6,82.4
401—500,Université du Québec à MontréalCanada,28830,26.1,19%,61 : 39,32.6—37.5,23.9,20.7,54.3,32.4,58.5
401—500,RMIT UniversityAustraliaExplore,30795,17.3,26%,47 : 53,32.6—37.5,23,20.7,53.6,40,85.6
401—500,Renmin University of ChinaChina,24859,11.7,6%,n/a,32.6—37.5,42.5,19.4,35.4,43.2,46
401—500,University of Rome II – Tor VergataItaly,31393,18.4,6%,51 : 49,32.6—37.5,25.5,15.3,64.2,38.9,37.9
401—500,University of Rome IIIItaly,35290,59,4%,59 : 41,32.6—37.5,23.4,20.6,67.5,37.6,37.2
401—500,University of Rovira i VirgiliSpain,12637,13,10%,60 : 40,32.6—37.5,21.5,15.8,72.1,35.2,45.5
401—500,Saint Petersburg State UniversityRussian Federation,21924,5.5,7%,64 : 36,32.6—37.5,48.4,30.7,34,33.3,34
401—500,University of SalentoItaly,19983,58.8,1%,64 : 36,32.6—37.5,25,11.8,65.6,37.6,25.2
401—500,San Diego State UniversityUnited States,28358,31.8,6%,56 : 44,32.6—37.5,20.9,28.8,64.4,33.2,27.3
401—500,University of SaskatchewanCanada,19154,17.9,15%,57 : 43,32.6—37.5,34.2,25,43.5,69,64.4
401—500,University of SiegenGermany,19139,54.4,11%,50 : 50,32.6—37.5,22.2,24,60.8,40.7,50.1
401—500,"Soas, University of LondonUnited Kingdom",4756,11.5,54%,63 : 37,32.6—37.5,32.9,29.4,29.7,32.2,76
401—500,University of St GallenSwitzerland,7175,11.3,34%,33 : 67,32.6—37.5,27.2,14.8,50.9,42.8,96.5
401—500,Stellenbosch UniversitySouth Africa,22478,23.9,8%,53 : 47,32.6—37.5,28.6,24.8,53,32.1,50.3
401—500,Stevens Institute of TechnologyUnited States,5999,18.3,34%,29 : 71,32.6—37.5,21.8,18.3,52.2,33.7,77.3
401—500,University of StrathclydeUnited Kingdom,15770,19.8,22%,49 : 51,32.6—37.5,24.2,31.2,36.2,46.6,75.1
401—500,Sun Yat-sen UniversityChinaExplore,51866,16.9,8%,51 : 49,32.6—37.5,35.3,26.3,50,54.1,29.6
401—500,Tokyo Medical and Dental University (TMDU)Japan,2906,3.2,7%,50 : 50,32.6—37.5,39.4,19.5,50.1,58.2,23.2
401—500,Tokyo Metropolitan UniversityJapanExplore,9294,9.6,4%,35 : 65,32.6—37.5,22.6,13.4,68.5,34,21.4
401—500,University of TsukubaJapan,16271,12.6,17%,38 : 62,32.6—37.5,40.1,32.7,35.1,42.4,37.1
401—500,UiT The Arctic University of NorwayNorway,12180,12,12%,60 : 40,32.6—37.5,22.7,17,64.3,36.9,67.3
401—500,Verona UniversityItalyExplore,24390,18.7,6%,64 : 36,32.6—37.5,23.1,13.4,73.4,42.1,40.9
401—500,University of WaikatoNew Zealand,9904,16.8,26%,57 : 43,32.6—37.5,20.9,23.2,49.5,34.7,87.8
401—500,Western Sydney UniversityAustralia,30734,28.6,13%,57 : 43,32.6—37.5,17.9,24.4,57.9,35.6,77.5
401—500,Wuhan UniversityChinaExplore,49152,14,7%,n/a,32.6—37.5,40.9,30.2,29.2,91.1,37.5
401—500,Xiamen UniversityChina,42210,15.6,4%,49 : 51,32.6—37.5,26.7,21.6,54.2,7.7,25.5
401—500,École Normale Supérieure de CachanFrance,1505,9.6,7%,26 : 74,32.6—37.5,32.1,9.6,54,44,50.7
501—600,American University of BeirutLebanon,7836,8.8,23%,52 : 48,27.6—32.5,28.5,12.8,38.4,38.5,88.1
501—600,"University of the Andes, ColombiaColombia",16880,17.5,2%,44 : 56,27.6—32.5,19.9,14.9,50,49.4,55.5
501—600,University of ArkansasUnited States,23545,20.3,5%,51 : 49,27.6—32.5,24.4,19.2,39.2,39.1,27.9
501—600,Athens University of Economics and BusinessGreece,11659,48,6%,44 : 56,27.6—32.5,16.9,20.5,41.2,37.9,43.1
501—600,Auckland University of TechnologyNew Zealand,17627,16.9,39%,59 : 41,27.6—32.5,17.8,12.5,45.9,33.9,94.8
501—600,University of the Basque CountrySpain,44806,14.8,6%,52 : 48,27.6—32.5,20.9,14.3,50.2,34.7,37.9
501—600,Ben-Gurion University of the NegevIsrael,16477,20.1,3%,51 : 49,27.6—32.5,23.8,27.5,35.5,42.9,34.5
501—600,Bond UniversityAustralia,3201,13.6,35%,53 : 47,27.6—32.5,18.7,21.2,37.1,36.3,89.5
501—600,Université Bourgogne Franche-Comté (UBFC)France,54487,26.2,11%,53 : 47,27.6—32.5,21.5,11.7,56.6,34.5,51.6
501—600,University of CagliariItaly,29743,30.5,2%,62 : 38,27.6—32.5,19,12.2,56.6,35.2,34.5
501—600,Carleton UniversityCanada,25795,30.4,19%,48 : 52,27.6—32.5,19.5,25.6,33.9,33.9,63.6
501—600,University of CataniaItaly,53120,33.9,1%,61 : 39,27.6—32.5,15.3,12.9,68.3,34.6,26.8
501—600,Catholic University of the Sacred HeartItaly,30263,18.9,8%,n/a,27.6—32.5,18,7.6,56.4,40.3,39.1
501—600,Ca’ Foscari University of VeniceItaly,20478,41.9,7%,65 : 35,27.6—32.5,21.1,25.9,46.1,35.3,41.2
501—600,University of ChileChile,38079,17.4,4%,47 : 53,27.6—32.5,25.4,18.4,36.9,32.1,46.7
501—600,China Agricultural UniversityChina,18945,11.7,2%,58 : 42,27.6—32.5,33.9,21.8,29.4,47.8,18.6
501—600,"China Medical University, TaiwanTaiwanExplore",7810,16.4,9%,53 : 47,27.6—32.5,24,24.4,45.2,69.6,27
501—600,Complutense University of MadridSpain,63925,20.3,12%,62 : 38,27.6—32.5,30.7,27.1,36.7,36,40.1
501—600,Concordia UniversityCanadaExplore,31440,30.6,27%,50 : 50,27.6—32.5,19.2,24.7,40.9,34.4,79.2
501—600,Creighton UniversityUnited States,7127,9.8,9%,57 : 43,27.6—32.5,42.3,9.7,45.1,35.7,27.8
501—600,East China Normal UniversityChinaExplore,28674,13.4,11%,64 : 36,27.6—32.5,27.4,18.7,46.7,45.1,41.6
501—600,East China University of Science and TechnologyChina,23869,13.3,5%,38 : 62,27.6—32.5,22.5,15.2,51.9,60.7,25.6
501—600,Edith Cowan UniversityAustraliaExplore,16540,35.8,17%,61 : 39,27.6—32.5,17.9,19.1,45.7,36.5,68.5
501—600,University of GranadaSpain,59530,17.6,9%,58 : 42,27.6—32.5,21.9,16.8,46.3,33.2,43.1
501—600,Harbin Institute of TechnologyChina,31580,10.6,8%,29 : 71,27.6—32.5,31.1,27.7,24.4,97.7,27.9
501—600,University of HertfordshireUnited Kingdom,17552,17,27%,53 : 47,27.6—32.5,15.9,11.5,56.2,33,77.5
501—600,Hiroshima UniversityJapan,14639,8.2,6%,36 : 64,27.6—32.5,30,14,41.2,45.4,24
501—600,University of HullUnited Kingdom,14518,18,20%,52 : 48,27.6—32.5,19.9,20.8,46.4,34.2,73.3
501—600,Indian Institute of Technology KharagpurIndia,10586,17.6,n/a,16 : 84,27.6—32.5,31,19.4,44.5,49.5,16
501—600,Indian Institute of Technology RoorkeeIndia,8134,14.2,1%,17 : 83,27.6—32.5,26.9,15.8,55.1,64.3,15.2
501—600,University of IoanninaGreece,21266,39.3,4%,57 : 43,27.6—32.5,14.3,14.8,64.8,35.5,40.3
501—600,Iran University of Science and TechnologyIran,12236,28.2,n/a,29 : 71,27.6—32.5,23.2,23.7,41.8,50.7,13.9
501—600,Istanbul Technical UniversityTurkey,34649,16.6,5%,33 : 67,27.6—32.5,24,24.6,32.4,100,24.8
501—600,Jadavpur UniversityIndia,11017,16.7,n/a,32 : 68,27.6—32.5,32.1,15.4,37.6,39.1,14.1
501—600,Kansas State UniversityUnited States,21472,14.3,10%,49 : 51,27.6—32.5,25,17.9,40.7,44.4,43.9
501—600,"Khalifa University of Science, Technology and ResearchUnited Arab Emirates",1047,8.7,22%,49 : 51,27.6—32.5,24.9,12.1,43.2,45.8,93.3
501—600,King Saud UniversitySaudi Arabia,40404,13.4,7%,n/a,27.6—32.5,24,27.9,28.7,96.4,76
501—600,University of KwaZulu-NatalSouth AfricaExplore,32074,25.9,5%,59 : 41,27.6—32.5,21.5,25.3,42.9,39.5,59.4
501—600,Lappeenranta University of TechnologyFinlandExplore,3576,23,20%,31 : 69,27.6—32.5,28.4,26.3,28.7,61.5,55.9
501—600,University of LimerickIreland,13250,20.8,17%,47 : 53,27.6—32.5,18.5,19,44.3,36,82.6
501—600,Liverpool John Moores UniversityUnited Kingdom,18198,18.4,14%,53 : 47,27.6—32.5,16.1,13.3,56.7,32.7,65
501—600,Louisiana State UniversityUnited States,28541,19.9,5%,52 : 48,27.6—32.5,31.1,20.2,42.1,32.1,29.7
501—600,Mahidol UniversityThailand,28665,7.7,3%,63 : 37,27.6—32.5,29.4,13.4,36.8,50.8,42.9
501—600,University of MariborSlovenia,13956,16.5,3%,n/a,27.6—32.5,16,13.1,51.2,39.6,35.5
501—600,Memorial University of NewfoundlandCanada,15403,15.7,13%,57 : 43,27.6—32.5,18.8,16.8,50.9,52.1,37.9
501—600,Middlesex UniversityUnited Kingdom,16033,20.4,44%,60 : 40,27.6—32.5,18.5,13.2,39.5,32.2,84.9
501—600,University of MinhoPortugalExplore,18475,18.4,10%,54 : 46,27.6—32.5,22.2,22.1,39.2,50.3,46.3
501—600,Missouri University of Science and TechnologyUnited States,7884,23,17%,23 : 77,27.6—32.5,20,24.7,34,45.4,65.3
501—600,Montana State UniversityUnited States,13360,18.6,5%,45 : 55,27.6—32.5,18.7,20.7,56.7,43.3,26.2
501—600,Monterrey Institute of Technology and Higher EducationMexicoExplore,14168,20,15%,39 : 61,27.6—32.5,25,16.6,36.5,93.5,67.6
501—600,National Autonomous University of MexicoMexico,139544,11.9,5%,51 : 49,27.6—32.5,36.8,33,17.8,60.2,37.2
501—600,National Institute of Applied Sciences of Lyon (INSA Lyon)France,6215,8.6,30%,32 : 68,27.6—32.5,27.3,11.9,43,66.7,76.4
501—600,National Taiwan Normal UniversityTaiwan,10752,12.9,23%,56 : 44,27.6—32.5,28.2,31.1,17.6,78.3,44.4
501—600,National Yang-Ming UniversityTaiwan,4363,5.2,2%,48 : 52,27.6—32.5,31.5,15.8,37.7,35.5,17.1
501—600,National and Kapodistrian University of AthensGreece,61985,32.2,9%,61 : 39,27.6—32.5,27,16.4,46.8,38,43
501—600,University of Nebraska Medical CenterUnited States,2847,2.5,8%,66 : 34,27.6—32.5,36.4,12.9,35.8,37.1,36.8
501—600,New Jersey Institute of TechnologyUnited States,9743,18,21%,24 : 76,27.6—32.5,21.3,17.8,47.9,47.6,55.1
501—600,NOVA University of LisbonPortugal,19425,18.5,12%,49 : 51,27.6—32.5,23.7,21.7,45.2,42.3,52
501—600,Oklahoma State UniversityUnited States,21252,21.4,7%,49 : 51,27.6—32.5,26.4,24.7,41.7,36.3,27.2
501—600,Old Dominion UniversityUnited States,20131,20.2,3%,54 : 46,27.6—32.5,23.1,17.7,53.2,1.7,27.5
501—600,Otto von Guericke University of MagdeburgGermany,14104,11.7,13%,42 : 58,27.6—32.5,23,14.2,40.3,41.1,49.2
501—600,University of PaderbornGermany,19621,48.1,9%,n/a,27.6—32.5,23.6,22.3,35.9,41.4,40.6
501—600,University of PalermoItaly,46200,24.7,1%,59 : 41,27.6—32.5,17.8,11.1,70.5,34.2,24.1
501—600,University of ParmaItaly,26159,30.1,6%,56 : 44,27.6—32.5,15.1,19.8,58.2,37.2,36.4
501—600,Pontifical Javeriana UniversityColombia,22794,17.3,1%,52 : 48,27.6—32.5,15.8,8,63.7,32.8,44
501—600,Pusan National UniversitySouth Korea,24882,19.8,12%,51 : 49,27.6—32.5,27.8,27.1,25.6,63.8,33.9
501—600,Qatar UniversityQatarExplore,11844,18.7,43%,72 : 28,27.6—32.5,16.2,16.3,45.2,41.8,99.9
501—600,University of ReginaCanadaExplore,11821,23.4,14%,61 : 39,27.6—32.5,16.5,11.9,48.8,34.8,50.9
501—600,University of Rennes 1France,26171,29.8,14%,51 : 49,27.6—32.5,22.3,17,50.7,41.6,54.9
501—600,Roskilde UniversityDenmark,6023,14.6,8%,62 : 38,27.6—32.5,17.9,28.3,39.9,35.6,47.1
501—600,Sejong UniversitySouth Korea,11622,16.4,4%,45 : 55,27.6—32.5,21.5,15.7,47.4,35.6,29.8
501—600,Semmelweis UniversityHungary,12592,10.7,25%,64 : 36,27.6—32.5,24,12.8,50.2,34.5,71.3
501—600,Sharif University of TechnologyIran,11177,18.4,n/a,26 : 74,27.6—32.5,25.1,27.4,37.6,85.3,17.9
501—600,Université de SherbrookeCanada,14367,12.3,8%,55 : 45,27.6—32.5,22.2,13.3,45.8,34.7,56.2
501—600,University of SienaItaly,18244,14.4,8%,59 : 41,27.6—32.5,20.7,13.8,52.2,34.7,42.4
501—600,Sogang UniversitySouth Korea,10494,23.9,5%,42 : 58,27.6—32.5,24.9,27.5,32.7,48.4,26
501—600,Soochow UniversityChina,43366,15.1,2%,53 : 47,27.6—32.5,19.7,15.8,58.8,68.1,18.3
501—600,Southeast UniversityChina,31983,11.7,4%,n/a,27.6—32.5,27.2,30.4,28.9,92.7,22
501—600,Southern Cross UniversityAustralia,9143,35.4,15%,65 : 35,27.6—32.5,16.9,23.1,47.1,38.6,52.6
501—600,State University of New York AlbanyUnited States,15363,16,8%,52 : 48,27.6—32.5,23.5,22.8,45.8,32.7,34.4
501—600,University of the Sunshine CoastAustralia,7512,28.5,16%,64 : 36,27.6—32.5,15.2,17.9,47.1,33.5,60
501—600,Tampere University of TechnologyFinlandExplore,5696,15.3,13%,23 : 77,27.6—32.5,23,14.9,44.3,64.6,56.1
501—600,University of Texas at ArlingtonUnited States,26833,24.1,11%,58 : 42,27.6—32.5,20,17.4,48.3,40.7,36.3
501—600,Tianjin UniversityChina,30103,12.1,1%,n/a,27.6—32.5,32.6,29.2,21.9,99.3,16.5
501—600,University of ToledoUnited States,18916,16.5,10%,50 : 50,27.6—32.5,32.8,14.1,33.6,44.3,38.8
501—600,Tomsk Polytechnic UniversityRussian FederationExplore,10980,6.5,20%,38 : 62,27.6—32.5,31.3,16.2,43.2,59.1,40.6
501—600,Tomsk State UniversityRussian Federation,8565,8.3,18%,58 : 42,27.6—32.5,38.2,22.7,15.4,61.8,48
501—600,Tongji UniversityChina,36432,13.6,12%,38 : 62,27.6—32.5,32.4,35.2,22.3,98.7,39.2
501—600,University of TulsaUnited States,4682,12.4,26%,43 : 57,27.6—32.5,33.6,15.3,41.9,66.6,44.6
501—600,University of UlsanSouth Korea,14841,13.6,2%,45 : 55,27.6—32.5,19.4,18.8,60.8,54.7,18.7
501—600,Ulster UniversityUnited Kingdom,17660,14,7%,56 : 44,27.6—32.5,18.7,15.3,49.5,33.1,70.7
501—600,United Arab Emirates UniversityUnited Arab EmiratesExplore,7101,8.8,27%,77 : 23,27.6—32.5,24,16,38.7,33.2,95.4
501—600,University of Urbino Carlo BoItaly,13381,33.8,7%,61 : 39,27.6—32.5,14.1,7.9,59.5,35,37.7
501—600,University of ValenciaSpain,52339,16.4,9%,60 : 40,27.6—32.5,20.9,18.4,50.5,34.4,41.7
501—600,Polytechnic University of ValenciaSpain,25288,10.6,11%,38 : 62,27.6—32.5,22.1,24.8,43.9,44.3,41.9
501—600,University of WarsawPoland,47940,13.7,7%,67 : 33,27.6—32.5,25,16.5,45.2,32.7,44.2
501—600,Warsaw University of TechnologyPoland,34708,14.6,3%,34 : 66,27.6—32.5,18.4,9.9,59,36.7,21.5
501—600,University of Wisconsin-MilwaukeeUnited States,22442,18.2,6%,52 : 48,27.6—32.5,21.1,17.8,53.6,34,28.2
501—600,Xi’an Jiaotong UniversityChina,31851,11,4%,33 : 67,27.6—32.5,35.3,26.3,32.9,54.9,26.2
501—600,University of ZaragozaSpain,30733,11.7,5%,55 : 45,27.6—32.5,20.3,12.5,49.7,38.6,35.1
601—800,University of A CoruñaSpain,16598,12.7,2%,51 : 49,18.6—27.5,17.6,10.9,23.7,35.5,27.3
601—800,AGH University of Science and TechnologyPoland,33244,15.1,2%,36 : 64,18.6—27.5,16.1,11,40.3,36.6,19.4
601—800,Ajou UniversitySouth Korea,11724,9.7,4%,35 : 65,18.6—27.5,20.8,12.4,28.1,48.4,22.2
601—800,University of AlcaláSpain,16820,12.5,20%,58 : 42,18.6—27.5,19.6,11.5,31.8,42.2,55.8
601—800,Alfaisal UniversitySaudi Arabia,1473,12.3,33%,36 : 64,18.6—27.5,16.9,7.3,32.2,37.4,96
601—800,Aligarh Muslim UniversityIndia,15627,12.3,2%,29 : 71,18.6—27.5,25.7,9.5,30.5,36.2,21.9
601—800,American University of SharjahUnited Arab Emirates,5545,15,84%,48 : 52,18.6—27.5,16.3,12.3,13.6,33.2,95.3
601—800,American University in CairoEgypt,5875,13.9,6%,53 : 47,18.6—27.5,24.8,8.7,16.4,33.2,69.4
601—800,Amirkabir University of TechnologyIran,12468,22.8,1%,35 : 65,18.6—27.5,22.7,18.9,35.5,59.9,15.4
601—800,University of AntioquiaColombia,39516,24.4,n/a,50 : 50,18.6—27.5,16.5,18.5,13.9,43.3,38.8
601—800,"Asia University, TaiwanTaiwan",12330,26.5,2%,54 : 46,18.6—27.5,13.5,18.4,24.1,45.1,19.6
601—800,Auburn UniversityUnited States,22282,17.6,5%,50 : 50,18.6—27.5,31.7,18.3,24.2,40,30.9
601—800,Austral University of ChileChile,14061,17.1,2%,49 : 51,18.6—27.5,16.6,9.8,20,43.8,47.4
601—800,Australian Catholic UniversityAustraliaExplore,21123,31.1,10%,72 : 28,18.6—27.5,14.9,17.7,44.2,35.4,40.3
601—800,Babeş-Bolyai UniversityRomania,37128,23,2%,62 : 38,18.6—27.5,25.2,11.5,29.9,32.7,38.1
601—800,Bauman Moscow State Technical UniversityRussian Federation,18357,3.7,5%,23 : 77,18.6—27.5,35.9,18.3,3.1,44,17.4
601—800,University of BedfordshireUnited Kingdom,12959,19.1,33%,58 : 42,18.6—27.5,14.9,10,22.6,32.8,73.1
601—800,Beijing Institute of TechnologyChina,27603,12.7,6%,34 : 66,18.6—27.5,30,24.7,13,78.4,19.2
601—800,University of Beira InteriorPortugal,6930,15.4,7%,52 : 48,18.6—27.5,18.5,12.7,42.4,32.6,37.7
601—800,"Birla Institute of Technology and Science, PilaniIndia",12292,17.5,n/a,19 : 81,18.6—27.5,16.9,7.5,38.9,33.1,15.5
601—800,Bournemouth UniversityUnited Kingdom,11692,17.4,18%,57 : 43,18.6—27.5,17,14.9,32.4,32.4,72.7
601—800,University of BradfordUnited Kingdom,10296,18.9,29%,54 : 46,18.6—27.5,17.9,14.4,25.9,36,78.2
601—800,University of BrightonUnited Kingdom,15573,17.1,21%,58 : 42,18.6—27.5,15.8,12.3,37.4,33.5,64.7
601—800,Brno University of TechnologyCzech Republic,22985,20.5,17%,28 : 72,18.6—27.5,17.6,12,30.1,38.8,40.4
601—800,Budapest University of Technology and EconomicsHungary,20584,21.6,3%,31 : 69,18.6—27.5,15.8,13.6,32.2,45.8,28.5
601—800,COMSATS Institute of Information TechnologyPakistan,28626,10.6,n/a,23 : 77,18.6—27.5,16.7,7.1,45.2,32.1,43.5
601—800,University of CalcuttaIndia,18883,34.1,n/a,50 : 50,18.6—27.5,32.6,11.1,16.6,33.5,14
601—800,Capital Medical UniversityChina,12080,7.3,3%,70 : 30,18.6—27.5,27.1,18.2,17.1,34.2,19.1
601—800,University of Castilla-La ManchaSpainExplore,25646,15.5,4%,56 : 44,18.6—27.5,16.8,10.8,35.3,34.3,30.5
601—800,University of Central LancashireUnited Kingdom,17703,16.8,16%,57 : 43,18.6—27.5,15.4,11.1,33,32.7,55.7
601—800,Chang Gung UniversityTaiwan,7504,12.6,1%,43 : 57,18.6—27.5,21.3,25.1,30.3,36.4,17.1
601—800,Carlos III University of MadridSpainExplore,15787,10.9,14%,43 : 57,18.6—27.5,24.7,15.9,29.6,37.2,53.1
601—800,"University of Chemistry and Technology, PragueCzech Republic",4525,10.6,19%,63 : 37,18.6—27.5,24.1,7.2,23.4,39,48.6
601—800,Chiang Mai UniversityThailand,37084,16.8,1%,45 : 55,18.6—27.5,18.6,11.5,29.7,35.9,33.7
601—800,Chiba UniversityJapan,14085,10.2,5%,37 : 63,18.6—27.5,27.6,16.3,32.7,51.7,23.1
601—800,"China University of Geosciences, WuhanChina",29098,20.1,3%,n/a,18.6—27.5,20,20.3,35.3,50.2,18.3
601—800,"China University of Petroleum, BeijingChina",14997,20.2,6%,n/a,18.6—27.5,24.3,25.5,8.8,100,18.3
601—800,Chonbuk National UniversitySouth KoreaExplore,23596,15.1,3%,44 : 56,18.6—27.5,19.2,14.9,25.6,36.1,27.7
601—800,Chonnam National UniversitySouth Korea,35577,19.3,3%,33 : 67,18.6—27.5,17.5,13.4,31.1,35.6,22.5
601—800,Chulalongkorn UniversityThailand,38368,14.7,3%,59 : 41,18.6—27.5,26.6,16.8,19,50.2,33
601—800,Chung Yuan Christian UniversityTaiwan,15187,30.3,5%,41 : 59,18.6—27.5,14.9,23.2,17.7,43.2,21.5
601—800,Clemson UniversityUnited States,19743,17,7%,46 : 54,18.6—27.5,23.5,22,33,38.8,35.6
601—800,Comenius University in BratislavaSlovakia,22683,11.4,10%,64 : 36,18.6—27.5,21.9,11.7,24,32.4,47.9
601—800,University of ConcepciónChile,26253,17.6,1%,50 : 50,18.6—27.5,15.5,13,20.8,56.4,46.2
601—800,Coventry UniversityUnited Kingdom,21285,13.9,41%,48 : 52,18.6—27.5,17,9.2,27.7,32.6,76.1
601—800,Czech Technical University in PragueCzech Republic,22015,13.6,15%,30 : 70,18.6—27.5,18.9,20.8,36.4,38.5,42.4
601—800,Dalian University of TechnologyChina,36595,15.5,2%,34 : 66,18.6—27.5,21.8,20.1,29.3,81.5,21
601—800,De Montfort UniversityUnited Kingdom,16081,18.8,23%,58 : 42,18.6—27.5,16.3,12.4,37.7,32.8,62.1
601—800,University of DelhiIndia,22494,20.4,1%,49 : 51,18.6—27.5,39,17.3,21.9,32.1,15.9
601—800,Diego Portales UniversityChile,15868,14.2,2%,48 : 52,18.6—27.5,11.8,8.5,52.2,32.8,48.6
601—800,Dublin Institute of TechnologyIreland,14215,19.6,24%,40 : 60,18.6—27.5,15,10.4,27.7,32.1,72.6
601—800,University of East LondonUnited Kingdom,13184,23.3,33%,60 : 40,18.6—27.5,18.8,12.8,11.7,32.2,76.7
601—800,Eastern Mediterranean UniversityNorthern CyprusExplore,16053,31.5,34%,37 : 63,18.6—27.5,13.3,7.7,24.1,32.8,71.5
601—800,Edinburgh Napier UniversityUnited Kingdom,10644,20.4,31%,56 : 44,18.6—27.5,14.2,10.6,23.6,35.1,73.6
601—800,Ehime UniversityJapan,9597,11.3,3%,37 : 63,18.6—27.5,24.3,29.5,18.2,37.5,24.5
601—800,Eötvös Loránd UniversityHungary,24868,15.7,7%,63 : 37,18.6—27.5,20.7,11.8,34.8,32.9,46.5
601—800,Federal University of ABC (UFABC)Brazil,11423,20.8,1%,n/a,18.6—27.5,14.9,12.8,33.4,36.4,31.9
601—800,Federal University of Minas GeraisBrazil,42240,14.1,1%,55 : 45,18.6—27.5,30.6,14.3,25.5,33.6,22.7
601—800,Federal University of Paraná (UFPR)Brazil,23673,11.3,1%,54 : 46,18.6—27.5,24.3,23.9,8,32.1,17.2
601—800,Federal University of Rio Grande do SulBrazil,38897,14.1,1%,51 : 49,18.6—27.5,31,10.8,23.9,32.1,21.5
601—800,Federal University of Rio de JaneiroBrazil,53377,12.9,2%,54 : 46,18.6—27.5,31.1,15.7,20.1,41.7,27.9
601—800,Federal University of Santa CatarinaBrazil,33360,14.3,3%,44 : 56,18.6—27.5,25.3,12.4,20.1,54,24.4
601—800,Federal University of São Paulo (UNIFESP)Brazil,12525,8.4,1%,62 : 38,18.6—27.5,37.5,19.1,26.8,32.1,22.3
601—800,Feng Chia UniversityTaiwan,20848,24.6,9%,37 : 63,18.6—27.5,14.8,15.6,36,38,26
601—800,Florida Institute of TechnologyUnited StatesExplore,4715,14,30%,33 : 67,18.6—27.5,25.5,13.4,28.8,36.6,60.6
601—800,University of La FronteraChile,9731,24.9,1%,44 : 56,18.6—27.5,14.3,10.2,22.8,53,40.9
601—800,University of GhanaGhana,37804,31.7,2%,44 : 56,18.6—27.5,16.1,24.7,19.5,34.8,49.5
601—800,Glasgow Caledonian UniversityUnited Kingdom,13733,21.8,18%,59 : 41,18.6—27.5,18,10.7,38.8,33.2,59.3
601—800,University of GreenwichUnited Kingdom,15209,19.6,34%,54 : 46,18.6—27.5,15.4,11.2,35.9,33.4,82.9
601—800,Hacettepe UniversityTurkey,38109,18.2,5%,57 : 43,18.6—27.5,20.3,10.5,36.5,32.6,21.9
601—800,University of HaifaIsrael,17871,30.1,1%,65 : 35,18.6—27.5,22.2,24.7,27.7,33.7,35.3
601—800,Hofstra UniversityUnited StatesExplore,9920,14.2,10%,55 : 45,18.6—27.5,35.8,4.8,18.9,32.1,26.6
601—800,University of HuddersfieldUnited Kingdom,15033,18.1,26%,55 : 45,18.6—27.5,18.3,12.6,24.5,32.9,63.6
601—800,Hunan UniversityChina,43684,24.5,2%,45 : 55,18.6—27.5,17,17,34.8,45.2,16.2
601—800,ISCTE-University Institute of LisbonPortugal,8926,26.7,11%,50 : 50,18.6—27.5,24.8,23.2,15.2,36.9,45.2
601—800,Indian Institute of Technology GuwahatiIndia,4959,13.3,1%,15 : 85,18.6—27.5,26.6,16.6,42.1,35.4,14.6
601—800,Inha UniversitySouth Korea,20190,24,3%,37 : 63,18.6—27.5,21.3,19.8,23.3,59.9,25.2
601—800,Isfahan University of TechnologyIran,9182,19.5,1%,40 : 60,18.6—27.5,19.5,20,38.4,89.8,18.9
601—800,Istanbul UniversityTurkey,90614,43.8,6%,49 : 51,18.6—27.5,22.5,23.6,11.8,52.4,22.2
601—800,Jagiellonian UniversityPoland,41788,11.8,6%,68 : 32,18.6—27.5,23.8,14.7,38.1,33.6,34.6
601—800,University of JaénSpain,16665,20.1,3%,54 : 46,18.6—27.5,13.7,10.9,50.1,34.2,25.9
601—800,Jikei University School of MedicineJapan,1053,2.4,n/a,44 : 56,18.6—27.5,32.4,10.9,15.2,35.3,13.9
601—800,Jilin UniversityChina,66668,13.8,3%,46 : 54,18.6—27.5,28.1,15.9,20.5,42.2,25.2
601—800,University of JohannesburgSouth AfricaExplore,38156,31.5,4%,55 : 45,18.6—27.5,16.7,18.4,23.5,37.4,43.2
601—800,Jordan University of Science and TechnologyJordanExplore,24889,21.5,20%,56 : 44,18.6—27.5,10.4,7.6,50.2,33.2,62.4
601—800,Juntendo UniversityJapan,4054,3.7,1%,51 : 49,18.6—27.5,34.5,11.3,23.5,49.1,18.3
601—800,K.N. Toosi University of TechnologyIran,7050,17.4,n/a,32 : 68,18.6—27.5,18.9,13.2,28,43,14.3
601—800,Kanazawa UniversityJapan,10500,10.3,5%,36 : 64,18.6—27.5,27.5,16,36.6,34.2,20.3
