
601-800,Kumamoto UniversityJapan,-,23.4,11.6,28.1,43.1,22.2
601-800,Kyungpook National UniversitySouth Korea,-,21.1,16,18.1,34.9,21.7
601-800,Kyushu Institute of Technology (Kyutech)Japan,-,19.4,12.5,14.2,44.1,20.7
601-800,University of LatviaLatvia,-,22.6,10.2,20.9,28.3,31.5
601-800,Lille 1 University – Science and TechnologyFrance,-,20,8.6,32.4,31.8,60.3
601-800,University of LincolnUnited Kingdom,-,17.9,11.9,26.4,29.3,60.5
601-800,University of LjubljanaSlovenia,-,24.9,13.6,24,32.3,34.5
601-800,University of Marrakech Cadi AyyadMorocco,-,17.4,6.3,12.1,29.2,42.7
601-800,Miami UniversityUnited States,-,19.2,15.7,36.1,30.2,24.8
601-800,Middlesex UniversityUnited Kingdom,-,18.5,10.6,25.7,-,81
601-800,University of MurciaSpain,-,19.3,11.7,28,29.5,28.3
601-800,Nagasaki UniversityJapan,-,22.8,10.8,14.3,-,21.9
601-800,University of NairobiKenya,-,13.7,9,19.5,28,45.5
601-800,National Chengchi UniversityTaiwan,-,18.4,12.5,14,31.3,33.1
601-800,National Chung Cheng UniversityTaiwan,-,21.3,20.3,15.7,40.8,14.2
601-800,National Chung Hsing UniversityTaiwan,-,20.2,16.8,24.5,42.5,16.9
601-800,National Taipei University of TechnologyTaiwan,-,17.8,14.6,16.4,81.3,16
601-800,National Taiwan Ocean UniversityTaiwan,-,18.1,21,18.2,49.3,20.3
601-800,National University of CórdobaArgentina,-,16,9,12.5,28.6,28.1
601-800,National University of Science and Technology (MISiS)Russian Federation,-,24.8,17.5,10.8,67.2,33.7
601-800,National University of Sciences and TechnologyPakistan,-,21.4,7,35,31.3,31.3
601-800,Niigata UniversityJapan,-,21.9,10.1,17.5,33,19.3
601-800,Northumbria UniversityUnited Kingdom,-,17.7,10.9,29.2,29.1,55.1
601-800,Northwestern Polytechnical UniversityChina,-,23.4,15.4,3.5,28,15.2
601-800,Nottingham Trent UniversityUnited Kingdom,-,16.5,8.9,27.3,28.4,52.7
601-800,Oakland UniversityUnited States,-,18.1,11.9,21.9,30.3,23.3
601-800,Ocean University of ChinaChina,-,18.9,10.7,12.9,50.1,15.6
601-800,Ohio UniversityUnited States,-,25,14.9,24.6,30.1,33.6
601-800,Okayama UniversityJapan,-,24.3,14.9,25.3,48,20.6
601-800,Osaka Prefecture UniversityJapan,-,21.6,10.2,17.5,41.5,17.6
601-800,University of PardubiceCzech Republic,-,15.9,11.9,11.1,28.3,23.4
601-800,University of Paris North – Paris 13France,-,17.5,11.6,36.2,28,46.4
601-800,University of PatrasGreece,-,18.5,12.1,28.8,48.3,30.6
601-800,University of PécsHungary,-,19.7,9,23.4,28.4,50.8
601-800,Polytechnic University of ValenciaSpain,-,20.3,12.7,34.3,43.8,32.9
601-800,Pontifical Catholic University of ParanáBrazil,-,18.4,6.5,32.2,28,18.6
601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,-,21.1,10.9,27.6,52.3,18.7
601-800,Pontifical Catholic University of ValparaísoChile,-,18.4,8,10.4,44.3,35.7
601-800,Prince of Songkla UniversityThailand,-,15.3,7,22.2,31.6,31
601-800,Qatar UniversityQatar,-,9.9,10.3,22.3,55.2,99.9
601-800,Rio de Janeiro State University (UERJ)Brazil,-,21.7,9.1,12.3,30.8,16.8
601-800,Rochester Institute of TechnologyUnited States,-,17.4,13.4,25.1,30.4,29.8
601-800,Saitama UniversityJapan,-,18.6,9.6,23.4,29.6,20.6
601-800,University of SalfordUnited Kingdom,-,20.8,12.1,21.2,28.8,66.4
601-800,"University of Santiago, Chile (USACH)Chile",-,17.6,11.3,10.2,31,40.4
601-800,São Paulo State University (UNESP)Brazil,-,28,22.6,6.7,40.1,18.7
601-800,Savitribai Phule Pune UniversityIndia,-,38.3,12.4,11.4,29.3,17.3
601-800,University of Science and Technology BeijingChina,-,25.1,22.4,6.9,89.7,15.6
601-800,Sejong UniversitySouth Korea,-,18.9,12.2,38.7,35.4,25.2
601-800,University of SeoulSouth Korea,-,22.8,17.5,21.4,28.9,18.7
601-800,Shahid Beheshti UniversityIran,-,20.5,19,11.4,58.9,13.8
601-800,Shanghai UniversityChina,-,19.1,16.1,14.8,45.7,15.8
601-800,Shantou UniversityChina,-,17.6,9.1,28.3,30.7,30.7
601-800,Sheffield Hallam UniversityUnited Kingdom,-,17.3,9.4,20.1,28.6,47
601-800,Shinshu UniversityJapan,-,20.8,8.3,22,31.6,20.3
601-800,Showa UniversityJapan,-,28.5,7.9,7,-,14
601-800,Sichuan UniversityChina,-,25,18.4,16.1,90.8,15.7
601-800,University of Silesia in KatowicePoland,-,17.7,8,20.4,28.1,18.5
601-800,Slovak University of Technology in BratislavaSlovakia,-,23.3,8.6,24.9,33.2,30.6
601-800,Sogang UniversitySouth Korea,-,21.5,24.8,20.5,46.8,27.7
601-800,Sophia UniversityJapan,-,22,9.4,5.3,29.5,32.8
601-800,University of South AfricaSouth Africa,-,18.4,11.3,9.4,28.8,28.7
601-800,Southern Federal UniversityRussian Federation,-,21.9,8.2,9.2,39.5,17.3
601-800,University of Southern MississippiUnited States,-,21,11.8,20.1,39.9,20.8
601-800,University of Southern QueenslandAustralia,-,18.4,13.1,14.4,28.8,63
601-800,Suez Canal UniversityEgypt,-,22.6,5.9,16,-,31.6
601-800,Sultan Qaboos UniversityOman,-,21.3,10.6,16,37.6,71.5
601-800,Suranaree University of TechnologyThailand,-,21.1,11.6,18.4,38.1,25.9
601-800,University of SzegedHungary,-,20,10.5,20.5,33.2,46.9
601-800,Taipei Medical UniversityTaiwan,-,25.7,21.7,19,42.2,26.5
601-800,Taras Shevchenko National University of KyivUkraine,-,27.9,11,4.2,28,28.2
601-800,Technical University of MadridSpain,-,21.8,14.6,24.5,38.3,39.5
601-800,University of Texas at El PasoUnited States,-,18.6,18.7,18.4,-,30.4
601-800,Texas Tech UniversityUnited States,-,27.9,17.2,22,-,36.8
601-800,Tokai UniversityJapan,-,17.9,7.6,15.3,34.4,19.3
601-800,Tokushima UniversityJapan,-,25.3,21.6,12.8,59.6,16.8
601-800,Tokyo University of Marine Science and TechnologyJapan,-,27.9,12.4,7.7,57.9,24.5
601-800,Tokyo University of ScienceJapan,-,23,24.1,21.4,37.6,15.4
601-800,Tomsk State UniversityRussian Federation,-,34.8,20.8,7.6,44,36.9
601-800,Tottori UniversityJapan,-,24.3,10.1,9.6,34.5,16.7
601-800,Toyohashi University of Technology (TUT)Japan,-,22,18.9,15.8,50.3,25.4
601-800,Universiti Kebangsaan MalaysiaMalaysia,-,24.3,15.9,10.9,28.4,29.7
601-800,Universiti Putra MalaysiaMalaysia,-,25.3,20.9,10.2,34.2,50.1
601-800,Universiti Sains MalaysiaMalaysia,-,26.9,16.6,12.4,34.4,44.2
601-800,Universiti Teknologi MARAMalaysia,-,15.2,7.7,18.2,28.3,14.8
601-800,Ural Federal UniversityRussian Federation,-,24.8,10.6,16.8,35.6,17.3
601-800,V.N. Karazin Kharkiv National UniversityUkraine,-,21.7,8.9,1.7,28.8,48.4
601-800,University of VigoSpain,-,18.4,10.5,31.8,38.1,30.7
601-800,Vilnius UniversityLithuania,-,18.3,13.6,26.1,41,40.8
601-800,Warsaw University of TechnologyPoland,-,19.4,8.5,40.3,47.4,20.7
601-800,Waseda UniversityJapan,-,23.6,14.6,29.4,32.4,29.7
601-800,University of West BohemiaCzech Republic,-,16.3,9.7,29.8,32.1,23.1
601-800,University of the West of EnglandUnited Kingdom,-,16.9,11.2,34.6,28.5,48.5
601-800,West University of TimişoaraRomania,-,16.1,3.9,22.4,-,21
601-800,University of WestminsterUnited Kingdom,-,17.3,11.7,21.1,28.5,81.9
601-800,Xidian UniversityChina,-,17.9,12.1,8.9,83.7,12.8
601-800,Yeungnam UniversitySouth Korea,-,18.6,10.9,26.5,35.4,24.3
601-800,Yıldız Technical UniversityTurkey,-,14.5,7.6,19.3,44,14.9
601-800,Yokohama City UniversityJapan,-,24,10.2,36.4,37.9,16.1
601-800,Yokohama National UniversityJapan,-,20.1,16,13.5,40.4,23.3
601-800,Yuan Ze UniversityTaiwan,-,16.2,18.3,28.6,39.8,17.7
