rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook,size,country,continent,english_spoken,country_int,continent_int
301–350,University of Navarra,10827,14.9,0.19,53,44.2,27.9,24.5,74.6,63.9,59.7,medium,Spain,Europe,0.0,144.0,2.0
301–350,University of Nebraska-Lincoln,22578,16.3,0.12,47,43.1,32.4,29.6,65.9,37.9,50.4,large,United States,North America,1.0,172.0,3.0
301–350,Oregon State University,23668,16.2,0.1,47,44.1,30.1,29.3,72.4,36.5,48.5,large,United States,North America,1.0,172.0,3.0
301–350,Polytechnic University of Milan,33189,23.8,0.14,34,44.1,32.2,31.7,65.0,58.1,53.1,large,Italy,Europe,0.0,123.0,2.0
301–350,Rensselaer Polytechnic Institute,7240,15.7,0.17,32,44.9,28.9,31.8,71.7,67.3,46.2,medium,United States,North America,1.0,172.0,3.0
301–350,Rush University,2437,2.1,0.03,73,42.9,35.3,12.4,88.2,41.3,14.8,small,United States,North America,1.0,172.0,3.0
301–350,Sapienza University of Rome,111453,32.1,0.07,58,45.1,38.4,34.7,64.1,41.2,38.9,large,Italy,Europe,0.0,123.0,2.0
301–350,University of Stirling,8507,15.1,0.21,62,44.5,24.4,25.7,76.2,33.6,76.7,medium,United Kingdom,Europe,1.0,148.0,2.0
301–350,University of Tartu,8835,11.6,0.05,66,44.6,24.5,25.3,83.6,33.5,50.4,medium,Estonia,Europe,0.0,114.0,2.0
301–350,University of Tasmania,11346,14.5,0.22,60,43.5,24.1,30.8,65.4,51.5,82.2,medium,Australia,Oceania,1.0,173.0,4.0
301–350,TU Dortmund University,32870,99.6,0.1,45,43.3,34.9,31.1,64.0,45.5,42.0,large,Germany,Europe,0.0,118.0,2.0
301–350,Technion Israel Institute of Technology,14693,21.7,0.05,34,43.6,32.7,34.8,58.6,39.0,64.4,medium,Israel,Asia,0.0,68.0,1.0
301–350,University of Tennessee Knoxville,25264,16.4,0.05,49,44.2,32.4,21.7,79.2,41.3,42.7,large,United States,North America,1.0,172.0,3.0
301–350,Tomsk Polytechnic University,9858,8.2,0.24,36,44.0,29.0,17.7,81.5,69.7,50.9,medium,Russian Federation,Europe,0.0,139.0,2.0
301–350,University of Victoria,18388,22.8,0.15,57,42.5,24.8,21.9,72.2,41.4,76.7,large,Canada,North America,1.0,154.0,3.0
301–350,Victoria University,14795,31.4,0.2,54,42.5,24.1,23.2,73.4,39.5,71.1,medium,Australia,Oceania,1.0,173.0,4.0
301–350,Vienna University of Technology,17931,36.5,0.28,29,43.7,37.2,29.2,53.2,67.6,81.1,large,Austria,Europe,0.0,103.0,2.0
301–350,Virginia Polytechnic Institute and State University,30975,18.2,0.11,43,45.1,33.5,39.6,65.1,43.8,33.5,large,United States,North America,1.0,172.0,3.0
301–350,Vrije Universiteit Brussel,12785,22.2,0.21,53,44.1,30.6,25.6,68.7,51.7,71.6,medium,Belgium,Europe,0.0,106.0,2.0
301–350,Washington State University,27135,19.7,0.07,52,42.9,29.3,27.7,70.3,50.9,45.6,large,United States,North America,1.0,172.0,3.0
351–400,University of Alabama,33679,22.2,0.05,54,41.1,30.0,20.6,76.7,33.3,27.7,large,United States,North America,1.0,172.0,3.0
351–400,American University,11534,11.7,0.13,64,42.3,39.4,23.6,66.8,38.2,32.2,medium,United States,North America,1.0,172.0,3.0
351–400,Aston University,8989,20.0,0.31,49,41.8,23.7,26.4,63.3,33.7,92.1,medium,United Kingdom,Europe,1.0,148.0,2.0
351–400,Autonomous University of Madrid,29305,13.4,0.13,60,40.4,33.0,28.1,58.4,34.9,49.0,large,Spain,Europe,0.0,144.0,2.0
351–400,Brunel University London,11359,16.0,0.41,46,40.1,28.1,25.4,53.9,36.3,93.1,medium,United Kingdom,Europe,1.0,148.0,2.0
351–400,University of Canberra,11438,30.3,0.28,52,40.6,22.9,25.2,68.0,33.6,65.9,medium,Australia,Oceania,1.0,173.0,4.0
351–400,University of Canterbury,11931,16.8,0.21,50,41.2,23.7,26.9,60.9,37.9,90.4,medium,New Zealand,Oceania,1.0,179.0,4.0
351–400,City University of London,13460,17.2,0.53,56,41.1,26.6,26.7,57.8,33.4,93.0,medium,United Kingdom,Europe,1.0,148.0,2.0
351–400,Colorado State University,23921,15.9,0.06,53,42.0,28.7,30.9,67.9,36.7,37.7,large,United States,North America,1.0,172.0,3.0
351–400,University of Côte d’Azur,33839,21.8,0.23,55,40.4,26.4,14.6,70.4,36.7,81.1,large,France,Europe,0.0,116.0,2.0
351–400,University of Crete,14522,26.2,0.04,62,41.5,20.0,17.6,85.9,37.4,47.1,medium,Greece,Europe,0.0,119.0,2.0
351–400,Curtin University,31483,18.5,0.37,52,40.1,22.6,23.7,60.6,39.5,94.4,large,Australia,Oceania,1.0,173.0,4.0
351–400,Cyprus University of Technology,3072,18.7,0.08,57,42.1,17.8,13.8,88.6,33.0,69.9,small,Cyprus,Europe,0.0,110.0,2.0
351–400,Drexel University,20714,10.9,0.18,49,40.3,33.6,16.9,68.5,37.4,49.4,large,United States,North America,1.0,172.0,3.0
351–400,Federal University of Toulouse Midi-Pyrénées,98538,24.6,0.17,53,42.1,30.9,25.8,65.4,35.6,61.4,large,France,Europe,0.0,116.0,2.0
351–400,University of Georgia,33842,16.3,0.07,58,41.0,30.1,32.3,60.7,34.3,42.6,large,United States,North America,1.0,172.0,3.0
351–400,Georgia State University,28593,18.9,0.06,69,40.1,30.9,24.7,65.4,32.1,39.7,large,United States,North America,1.0,172.0,3.0
351–400,Gwangju Institute of Science and Technology,1731,11.5,0.06,25,40.3,38.6,40.5,40.9,66.8,34.4,small,South Korea,Asia,0.0,73.0,1.0
351–400,Hanyang University,20879,14.6,0.17,49,41.0,35.6,38.1,41.9,84.7,56.4,large,South Korea,Asia,0.0,73.0,1.0
351–400,Heriot-Watt University,9259,16.4,0.41,42,41.7,26.2,21.5,65.2,37.8,92.4,medium,United Kingdom,Europe,1.0,148.0,2.0
351–400,Higher School of Economics,17241,9.5,0.07,49,41.0,32.8,28.7,61.6,39.4,40.5,large,Russian Federation,Europe,0.0,139.0,2.0
351–400,Indian Institute of Technology Bombay,9870,17.9,0.01,17,41.4,43.1,37.6,47.8,53.4,19.9,medium,India,Asia,0.0,64.0,1.0
351–400,Justus Liebig University Giessen,28201,47.3,0.09,61,41.8,32.8,29.4,61.7,40.2,48.0,large,Germany,Europe,0.0,118.0,2.0
351–400,University of Kansas,24515,7.2,0.09,51,40.4,36.2,22.7,63.3,39.1,36.7,large,United States,North America,1.0,172.0,3.0
351–400,Kyushu University,18696,7.6,0.12,29,40.0,42.5,40.7,35.7,71.6,33.9,large,Japan,Asia,0.0,69.0,1.0
351–400,La Trobe University,20343,34.5,0.26,63,40.4,27.1,33.0,49.8,58.1,79.5,large,Australia,Oceania,1.0,173.0,4.0
351–400,Leibniz University of Hanover,25162,65.3,0.12,41,41.1,37.3,36.9,47.1,56.3,43.7,large,Germany,Europe,0.0,118.0,2.0
351–400,Linköping University,18740,8.1,0.11,53,40.8,23.4,14.9,78.4,41.9,63.1,large,Sweden,Europe,0.0,145.0,2.0
351–400,University of Macau,9230,14.5,0.33,58,40.0,22.0,26.5,56.7,42.0,98.7,medium,Macao,Asia,0.0,78.0,1.0
351–400,University of Malaya,21990,10.9,0.18,66,40.7,31.2,26.6,54.4,49.5,77.0,large,Malaysia,Asia,0.0,79.0,1.0
351–400,Montpellier University,39828,19.9,0.14,53,41.3,34.8,16.7,68.7,35.2,58.7,large,France,Europe,0.0,116.0,2.0
351–400,Örebro University,8800,16.4,0.02,61,40.6,18.6,19.7,83.3,33.1,44.4,medium,Sweden,Europe,0.0,145.0,2.0
351–400,University of Padua,62218,30.8,0.04,55,41.9,27.4,17.1,81.9,35.8,41.0,large,Italy,Europe,0.0,123.0,2.0
351–400,University of Pavia,23632,37.2,0.07,56,41.0,24.3,21.9,74.7,54.7,44.8,large,Italy,Europe,0.0,123.0,2.0
351–400,University of Pisa,50810,28.9,0.04,52,40.6,22.4,20.1,80.1,37.3,38.0,large,Italy,Europe,0.0,123.0,2.0
351–400,Royal Veterinary College,1856,10.1,0.18,75,41.3,24.0,18.3,70.8,40.3,84.5,small,United Kingdom,Europe,1.0,148.0,2.0
351–400,Sabancı University,3247,20.0,0.09,41,41.8,23.2,35.2,62.1,87.8,46.6,small,Turkey,Asia,0.0,94.0,1.0
351–400,University of Salerno,37230,51.4,0.01,60,40.2,19.1,15.5,87.8,39.4,33.5,large,Italy,Europe,0.0,123.0,2.0
351–400,University of South Carolina,30869,18.2,0.05,55,41.2,33.6,27.8,63.2,33.2,39.8,large,United States,North America,1.0,172.0,3.0
351–400,Stellenbosch University,23207,26.1,0.08,54,41.4,28.3,36.1,60.0,7.3,52.6,large,South Africa,Africa,0.0,44.0,0.0
351–400,University of Strasbourg,41399,16.5,0.19,58,41.5,29.9,20.9,67.2,35.4,69.4,large,France,Europe,0.0,116.0,2.0
351–400,Sun Yat-sen University,51089,16.3,0.09,51,42.2,39.9,32.3,55.9,52.0,32.8,large,China,Asia,0.0,61.0,1.0
351–400,Temple University,33958,11.5,0.08,52,41.8,34.2,19.1,74.6,36.1,34.3,large,United States,North America,1.0,172.0,3.0
351–400,University of Trieste,17054,24.8,0.08,56,41.0,29.6,17.8,75.0,32.5,45.6,large,Italy,Europe,0.0,123.0,2.0
351–400,Tulane University,11193,11.0,0.11,56,40.0,39.7,14.7,66.1,35.1,39.5,medium,United States,North America,1.0,172.0,3.0
351–400,University of Turku,12263,15.7,0.05,62,41.6,25.7,27.6,70.0,33.9,50.3,medium,Finland,Europe,0.0,115.0,2.0
351–400,University College Cork,15890,21.8,0.17,56,41.8,28.0,26.9,61.0,45.9,78.5,large,Ireland,Europe,1.0,122.0,2.0
351–400,University of Vermont,10992,8.9,0.03,56,42.2,27.4,20.0,82.8,45.2,26.5,medium,United States,North America,1.0,172.0,3.0
351–400,Université de Versailles Saint-Quentin-en-Yvelines,17323,22.4,0.14,59,40.9,18.4,15.1,85.5,33.9,58.1,large,France,Europe,0.0,116.0,2.0
351–400,University of Waikato,10019,17.0,0.27,56,40.2,21.0,24.1,63.5,39.1,89.2,medium,New Zealand,Oceania,1.0,179.0,4.0
351–400,Wayne State University,22215,10.8,0.09,56,41.1,32.5,16.6,75.1,42.5,36.7,large,United States,North America,1.0,172.0,3.0
351–400,York University,46146,40.8,0.23,58,42.3,30.5,40.9,47.9,37.2,73.9,large,Canada,North America,1.0,154.0,3.0
401–500,Auckland University of Technology,17861,15.8,0.42,59,36.4,19.7,14.2,60.5,33.5,96.1,large,New Zealand,Oceania,1.0,179.0,4.0
401–500,University of Bari Aldo Moro,47856,60.5,0.02,63,37.5,25.0,17.9,70.1,38.9,34.7,large,Italy,Europe,0.0,123.0,2.0
401–500,Bar-Ilan University,16412,17.5,0.05,61,37.0,27.6,32.7,44.9,59.0,53.3,large,Israel,Asia,0.0,68.0,1.0
401–500,University of Bergamo,16769,55.5,0.06,63,36.6,20.2,20.0,69.6,41.5,34.3,large,Italy,Europe,0.0,123.0,2.0
401–500,Bilkent University,10007,14.4,0.05,45,38.5,23.3,20.3,67.1,42.8,55.6,medium,Turkey,Asia,0.0,94.0,1.0
401–500,Binghamton University State University of New York,17238,23.7,0.15,48,37.9,23.0,19.5,70.3,34.9,42.9,large,United States,North America,1.0,172.0,3.0
401–500,Bo_aziçi University,11967,26.8,0.08,49,35.0,21.5,21.4,57.3,55.1,47.7,medium,Turkey,Asia,0.0,94.0,1.0
401–500,University of Brescia,14542,26.4,0.07,46,36.0,17.5,15.6,73.9,35.2,40.2,medium,Italy,Europe,0.0,123.0,2.0
401–500,University of Calabria,28313,35.1,0.03,58,36.8,16.9,25.2,69.2,32.6,34.3,large,Italy,Europe,0.0,123.0,2.0
401–500,CentraleSupélec,4226,11.6,0.33,22,37.1,26.3,16.2,56.7,45.0,82.5,small,France,Europe,0.0,116.0,2.0
401–500,Charles University in Prague,50495,13.1,0.16,61,37.2,29.0,22.0,56.3,32.1,55.6,large,Czech Republic,Europe,0.0,112.0,2.0
401–500,Chung-Ang University,11381,16.1,0.28,48,36.0,37.4,35.6,25.9,77.5,58.2,medium,South Korea,Asia,0.0,73.0,1.0
401–500,Claude Bernard University Lyon 1,27067,13.0,0.12,54,38.0,23.1,18.2,68.9,37.1,53.3,large,France,Europe,0.0,116.0,2.0
401–500,University of Cyprus,6989,23.1,0.09,68,39.6,20.8,25.0,63.1,48.1,76.8,medium,Cyprus,Europe,0.0,110.0,2.0
401–500,Dublin City University,9180,25.5,0.17,52,37.4,27.8,29.0,44.2,48.5,78.5,medium,Ireland,Europe,1.0,122.0,2.0
401–500,University of Florence,53112,15.7,0.07,60,35.5,20.5,11.4,73.1,36.3,41.5,large,Italy,Europe,0.0,123.0,2.0
401–500,Florida International University,32838,24.4,0.08,56,35.8,28.2,19.5,59.2,35.6,37.4,large,United States,North America,1.0,172.0,3.0
401–500,University of Genoa,35711,27.1,0.09,56,37.6,28.0,16.7,66.6,41.0,42.7,large,Italy,Europe,0.0,123.0,2.0
401–500,University of Graz,21053,22.9,0.13,64,36.4,23.7,18.3,58.1,32.8,74.0,large,Austria,Europe,0.0,103.0,2.0
401–500,Graz University of Technology,6395,10.2,0.17,23,37.6,26.2,16.3,58.5,69.3,74.7,medium,Austria,Europe,0.0,103.0,2.0
401–500,University of Greifswald,10857,20.8,0.06,56,38.2,29.1,20.2,63.6,36.7,46.0,medium,Germany,Europe,0.0,118.0,2.0
401–500,Hamburg University of Technology,7391,55.1,0.19,26,38.6,34.4,23.1,51.6,87.9,48.9,medium,Germany,Europe,0.0,118.0,2.0
401–500,Hasselt University,5045,19.0,0.12,47,36.9,23.8,27.1,53.9,48.3,57.2,medium,Belgium,Europe,0.0,106.0,2.0
401–500,Hofstra University,10001,13.9,0.1,56,36.7,32.9,4.8,74.9,31.7,28.5,medium,United States,North America,1.0,172.0,3.0
401–500,Hokkaido University,18038,8.0,0.09,30,38.4,42.1,40.2,33.1,52.0,32.6,large,Japan,Asia,0.0,69.0,1.0
401–500,Hong Kong Baptist University,11467,11.4,0.3,61,38.0,22.0,13.8,66.9,32.4,84.8,medium,Hong Kong,Asia,0.0,63.0,1.0
401–500,Huazhong University of Science and Technology,56140,16.7,0.05,35,36.0,31.2,27.5,50.3,63.9,22.5,large,China,Asia,0.0,61.0,1.0
401–500,University of Hull,13482,16.6,0.19,53,35.9,24.0,21.5,53.1,34.2,73.1,medium,United Kingdom,Europe,1.0,148.0,2.0
401–500,Jordan University of Science and Technology,23103,12.6,0.2,57,36.0,14.8,7.0,79.4,34.3,64.1,large,Jordan,Asia,0.0,70.0,1.0
401–500,University of Jyväskylä,10020,15.8,0.05,61,39.2,28.6,28.2,58.4,33.7,50.0,medium,Finland,Europe,0.0,115.0,2.0
401–500,University of Kaiserslautern,14493,52.5,0.16,37,37.1,34.1,22.8,48.7,73.2,48.5,medium,Germany,Europe,0.0,118.0,2.0
401–500,Kazan Federal University,25916,10.8,0.09,67,37.1,25.5,16.5,70.9,38.8,30.1,large,Russian Federation,Europe,0.0,139.0,2.0
401–500,University of KwaZulu-Natal,32023,25.3,0.05,59,37.2,25.0,30.8,49.8,41.2,59.3,large,South Africa,Africa,0.0,44.0,0.0
401–500,Kyung Hee University,23512,17.2,0.18,44,39.7,29.0,37.0,46.0,82.2,54.3,large,South Korea,Asia,0.0,73.0,1.0
401–500,University of Lille,67978,28.1,0.12,56,36.5,21.1,20.9,62.3,37.4,56.5,large,France,Europe,0.0,116.0,2.0
401–500,Louisiana State University,29533,20.5,0.06,52,39.5,35.1,35.4,52.4,7.7,33.0,large,United States,North America,1.0,172.0,3.0
401–500,Makerere University,36688,28.8,0.08,52,36.8,17.5,11.6,75.8,38.1,58.5,large,Uganda,Africa,0.0,51.0,0.0
401–500,University of Manitoba,29017,28.0,0.15,54,37.7,27.0,27.2,56.9,40.2,45.4,large,Canada,North America,1.0,154.0,3.0
401–500,Marche Polytechnic University,16931,24.0,0.04,45,39.1,25.3,14.7,79.8,39.0,29.1,large,Italy,Europe,0.0,123.0,2.0
401–500,University of Maryland Baltimore County,11781,18.8,0.08,46,36.7,23.6,17.0,70.7,33.4,32.8,medium,United States,North America,1.0,172.0,3.0
401–500,Massey University,18688,15.7,0.29,62,35.0,22.5,18.9,48.9,37.6,92.5,large,New Zealand,Oceania,1.0,179.0,4.0
401–500,Maynooth University,8361,30.6,0.12,55,37.3,23.2,27.6,51.0,36.3,78.1,medium,Ireland,Europe,1.0,122.0,2.0
401–500,Middlesex University,14756,18.0,0.46,60,36.1,19.7,15.1,61.2,32.1,87.0,medium,United Kingdom,Europe,1.0,148.0,2.0
401–500,University of Milan-Bicocca,34245,48.4,0.07,61,39.8,28.4,16.5,73.3,43.1,43.6,large,Italy,Europe,0.0,123.0,2.0
401–500,University of Missouri,30535,11.5,0.06,53,36.9,32.0,19.5,59.8,33.1,36.0,large,United States,North America,1.0,172.0,3.0
401–500,University of Modena and Reggio Emilia,20737,27.8,0.06,53,36.7,18.5,16.8,74.1,40.6,38.0,large,Italy,Europe,0.0,123.0,2.0
401–500,University of Montana,9573,16.6,0.03,56,39.4,34.6,17.7,69.9,33.6,25.6,medium,United States,North America,1.0,172.0,3.0
401–500,Murdoch University,15526,30.7,0.48,58,38.9,20.4,23.9,58.9,41.5,91.5,large,Australia,Oceania,1.0,173.0,4.0
401–500,University of Naples Federico II,81056,55.9,0.13,56,39.4,18.4,24.8,77.5,43.0,28.3,large,Italy,Europe,0.0,123.0,2.0
401–500,National Chiao Tung University,12639,17.7,0.07,28,37.1,34.6,41.1,31.5,89.0,35.8,medium,Taiwan,Asia,0.0,91.0,1.0
401–500,National Research Nuclear University MEPh,7064,7.6,0.15,31,39.6,32.6,25.5,53.1,99.7,49.5,medium,Russian Federation,Europe,0.0,139.0,2.0
401–500,National Taiwan University of Science and Technology (Taiwan Tech),7981,18.7,0.13,32,38.8,30.4,43.1,39.9,85.1,36.0,medium,Taiwan,Asia,0.0,91.0,1.0
401–500,University of Nebraska Medical Center,2856,2.4,0.09,67,35.2,34.7,10.6,58.6,36.2,41.2,small,United States,North America,1.0,172.0,3.0
401–500,University of Neuchâtel,4216,8.8,0.23,60,35.2,23.6,20.9,47.4,33.7,90.9,small,Switzerland,Europe,0.0,146.0,2.0
401–500,Northern Arizona University,27227,26.8,0.05,58,39.8,19.7,11.3,91.6,32.1,29.8,large,United States,North America,1.0,172.0,3.0
401–500,Norwegian University of Life Sciences,5723,7.1,0.22,58,36.7,24.0,7.9,68.0,37.3,77.9,medium,Norway,Europe,0.0,135.0,2.0
401–500,Novosibirsk State University,7242,6.5,0.18,51,36.2,42.9,29.5,34.7,37.9,41.3,medium,Russian Federation,Europe,0.0,139.0,2.0
401–500,University of Oklahoma,27333,10.6,0.07,51,39.6,32.6,18.6,68.2,38.5,37.2,large,United States,North America,1.0,172.0,3.0
401–500,The Open University,67357,33.0,0.08,61,36.2,20.9,16.2,67.6,32.4,53.6,large,United Kingdom,Europe,1.0,148.0,2.0
401–500,Oxford Brookes University,13256,17.9,0.28,58,36.2,31.7,27.2,40.3,32.2,75.3,medium,United Kingdom,Europe,1.0,148.0,2.0
401–500,University of Parma,24307,27.6,0.06,56,35.7,18.6,19.0,69.0,37.3,37.3,large,Italy,Europe,0.0,123.0,2.0
401–500,Plymouth University,18336,18.0,0.15,52,38.9,21.5,19.7,68.6,32.3,68.3,large,United Kingdom,Europe,1.0,148.0,2.0
401–500,Polytechnic University of Catalonia,21581,9.8,0.12,27,35.0,27.1,17.6,55.3,41.6,53.2,large,Spain,Europe,0.0,144.0,2.0
401–500,Polytechnic University of Turin,30903,29.7,0.14,28,39.7,26.9,20.9,68.6,48.1,48.1,large,Italy,Europe,0.0,123.0,2.0
401–500,Qatar University,13342,17.6,0.42,73,38.3,19.8,18.3,60.7,46.1,99.8,medium,Qatar,Asia,0.0,86.0,1.0
401–500,Quaid-i-azam University,13559,26.6,0.13,57,35.2,21.6,1.3,81.2,31.7,42.1,medium,Pakistan,Asia,0.0,84.0,1.0
401–500,Reykjavík University,3206,29.4,0.06,59,38.4,14.9,16.0,79.1,33.7,60.1,small,Iceland,Europe,0.0,121.0,2.0
401–500,RMIT University,31465,17.2,0.25,47,36.9,24.2,20.5,53.3,38.4,87.1,large,Australia,Oceania,1.0,173.0,4.0
401–500,University of Rome II – Tor Vergata,32325,17.9,0.06,51,38.0,25.2,15.4,71.9,38.5,43.3,large,Italy,Europe,0.0,123.0,2.0
401–500,University of Rome III,34492,56.2,0.04,59,35.1,26.3,10.6,67.3,37.4,38.4,large,Italy,Europe,0.0,123.0,2.0
401–500,Roskilde University,6034,14.5,0.09,62,35.0,20.0,29.3,52.1,35.0,49.6,medium,Denmark,Europe,0.0,113.0,2.0
401–500,University of Rovira i Virgili,12604,12.6,0.1,59,39.2,22.2,17.2,76.4,34.5,47.7,medium,Spain,Europe,0.0,144.0,2.0
401–500,University of St Gallen,7456,13.1,0.35,33,38.8,30.1,19.5,52.0,43.7,96.0,medium,Switzerland,Europe,0.0,146.0,2.0
401–500,Saint Louis University,10976,6.8,0.07,59,37.6,35.7,14.7,65.0,34.7,28.0,medium,United States,North America,1.0,172.0,3.0
401–500,Saint Petersburg State University,21433,5.8,0.1,65,36.2,47.3,29.8,31.5,33.1,37.4,large,Russian Federation,Europe,0.0,139.0,2.0
401–500,San Diego State University,29136,30.7,0.07,56,37.9,23.6,23.4,69.1,32.8,30.2,large,United States,North America,1.0,172.0,3.0
401–500,University of Saskatchewan,16712,16.3,0.17,56,36.5,34.7,24.5,40.9,60.2,66.8,large,Canada,North America,1.0,154.0,3.0
401–500,Sciences Po,9679,38.1,0.45,59,39.7,32.6,27.1,52.1,36.2,70.5,medium,France,Europe,0.0,116.0,2.0
401–500,Semmelweis University,10880,10.7,0.31,68,35.2,22.6,11.9,61.5,34.4,73.8,medium,Hungary,Europe,0.0,120.0,2.0
401–500,University of Siegen,19339,49.2,0.11,49,38.3,24.8,25.2,61.2,39.6,52.4,large,Germany,Europe,0.0,118.0,2.0
401–500,University of Siena,17928,14.0,0.06,59,34.9,20.7,13.8,68.8,34.4,41.3,large,Italy,Europe,0.0,123.0,2.0
401–500,Soas University of London,4854,11.5,0.56,64,37.5,37.1,35.0,31.0,31.8,77.0,small,United Kingdom,Europe,1.0,148.0,2.0
401–500,Southern Cross University,8298,32.4,0.18,65,35.2,23.3,23.5,52.6,41.0,57.7,medium,Australia,Oceania,1.0,173.0,4.0
401–500,State University of Campinas,26811,14.3,0.04,47,37.7,43.5,40.0,31.7,45.5,27.1,large,Brazil,South America,0.0,189.0,5.0
401–500,University of Strathclyde,17496,21.5,0.27,49,37.9,26.1,32.2,44.1,45.1,80.9,large,United Kingdom,Europe,1.0,148.0,2.0
401–500,Swinburne University of Technology,13269,24.7,0.25,39,39.1,25.6,24.3,59.0,36.1,74.2,medium,Australia,Oceania,1.0,173.0,4.0
401–500,University of Texas at San Antonio,25945,25.8,0.06,49,39.8,18.8,18.4,84.2,32.4,34.2,large,United States,North America,1.0,172.0,3.0
401–500,Tokyo Medical and Dental University (TMDU),2906,3.2,0.07,50,36.1,35.9,20.5,53.2,57.1,24.5,small,Japan,Asia,0.0,69.0,1.0
401–500,Tongji University,35810,12.9,0.11,39,36.1,36.5,38.2,25.4,99.4,47.5,large,China,Asia,0.0,61.0,1.0
401–500,University of Tsukuba,16514,13.0,0.19,39,36.5,38.6,35.0,34.1,47.0,39.9,large,Japan,Asia,0.0,69.0,1.0
401–500,University of Tulsa,4671,12.4,0.25,43,38.3,35.5,14.1,62.1,56.5,44.9,small,United States,North America,1.0,172.0,3.0
401–500,University of Turin,59116,31.4,0.07,63,38.4,20.6,20.3,72.3,45.3,43.7,large,Italy,Europe,0.0,123.0,2.0
401–500,UiT The Arctic University of Norway,12601,12.1,0.12,61,36.6,20.9,17.1,63.5,40.5,68.0,medium,Norway,Europe,0.0,135.0,2.0
401–500,University of Urbino Carlo Bo,11658,28.6,0.09,59,36.9,17.9,10.0,81.3,34.1,43.4,medium,Italy,Europe,0.0,123.0,2.0
401–500,Verona University,24582,20.6,0.06,64,38.4,22.8,11.9,79.8,36.8,42.0,large,Italy,Europe,0.0,123.0,2.0
401–500,Victoria University of Wellington,17086,19.8,0.2,56,39.8,27.6,30.4,48.0,57.2,87.6,large,New Zealand,Oceania,1.0,179.0,4.0
401–500,Western Sydney University,32744,34.0,0.13,55,39.0,19.1,26.0,62.3,37.1,77.8,large,Australia,Oceania,1.0,173.0,4.0
401–500,University of Wisconsin-Milwaukee,21928,18.7,0.06,52,35.9,23.2,20.4,65.7,33.4,30.7,large,United States,North America,1.0,172.0,3.0
401–500,Wuhan University,50178,14.3,0.07,49,39.9,44.9,33.7,37.5,89.9,37.7,large,China,Asia,0.0,61.0,1.0
401–500,Xiamen University,41430,15.0,0.04,49,35.4,28.8,24.9,56.4,9.7,28.9,large,China,Asia,0.0,61.0,1.0
501–600,Alfaisal University,1891,14.5,0.34,56,33.5,16.1,27.3,39.3,54.3,97.4,small,Saudi Arabia,Asia,0.0,87.0,1.0
501–600,American University of Beirut,8045,8.6,0.22,51,34.8,25.7,12.2,52.9,38.3,87.5,medium,Lebanon,Asia,0.0,77.0,1.0
501–600,Aristotle University of Thessaloniki,45709,24.7,0.04,57,30.9,20.6,15.9,53.8,38.5,38.2,large,Greece,Europe,0.0,119.0,2.0
501–600,University of Arkansas,24140,20.4,0.06,52,31.4,26.4,19.5,47.6,44.5,30.0,large,United States,North America,1.0,172.0,3.0
501–600,Athens University of Economics and Business,9674,42.2,0.07,46,32.3,17.7,22.8,51.8,48.6,45.8,medium,Greece,Europe,0.0,119.0,2.0
501–600,Australian Catholic University,21846,30.7,0.09,73,33.1,16.8,19.7,59.5,35.3,45.0,large,Australia,Oceania,1.0,173.0,4.0
501–600,University of Aveiro,10105,17.1,0.1,52,33.3,23.5,26.3,45.5,39.8,49.0,medium,Portugal,Europe,0.0,137.0,2.0
501–600,Blaise Pascal University,15538,15.2,0.13,55,32.3,21.5,6.5,61.1,33.5,62.9,large,France,Europe,0.0,116.0,2.0
501–600,Bond University,3215,13.9,0.39,52,31.6,19.3,23.4,37.6,34.6,88.9,small,Australia,Oceania,1.0,173.0,4.0
501–600,Université Bourgogne Franche-Comté (UBFC),56702,28.9,0.11,53,32.4,23.9,13.0,55.6,35.7,50.6,large,France,Europe,0.0,116.0,2.0
501–600,Ca’ Foscari University of Venice,19353,40.7,0.08,64,31.5,25.6,28.4,37.3,34.7,43.3,large,Italy,Europe,0.0,123.0,2.0
501–600,Carleton University,25973,30.1,0.2,47,33.2,20.5,28.0,43.0,33.6,65.6,large,Canada,North America,1.0,154.0,3.0
501–600,University of Catania,35168,22.8,0.01,59,32.7,17.2,11.7,70.1,34.3,28.4,large,Italy,Europe,0.0,123.0,2.0
501–600,Catholic University of the Sacred Heart,32844,11.4,0.08,49,31.7,19.7,11.6,62.5,35.3,35.8,large,Italy,Europe,0.0,123.0,2.0
501–600,Central China Normal University,36706,23.1,0.07,65,34.7,23.5,9.2,72.5,39.0,28.7,large,China,Asia,0.0,61.0,1.0
501–600,Central Queensland University,13048,27.8,0.29,56,34.5,27.8,10.1,58.9,34.3,61.2,medium,Australia,Oceania,1.0,173.0,4.0
501–600,China Medical University Taiwan,7752,17.1,0.1,53,32.3,24.4,27.1,42.3,79.1,29.3,medium,Taiwan,Asia,0.0,91.0,1.0
501–600,University of Coimbra,21928,17.0,0.16,57,34.1,25.3,23.4,48.2,37.8,55.1,large,Portugal,Europe,0.0,137.0,2.0
501–600,Complutense University of Madrid,62392,20.1,0.13,62,34.3,35.2,27.4,38.5,33.5,41.7,large,Spain,Europe,0.0,144.0,2.0
