rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook,size,country,continent,english_spoken,country_int,continent_int
801–1000,University of Latvia,12034,14.0,0.07,66,18.2,18.8,9.3,20.0,32.3,40.1,medium,Latvia,Europe,0.0,124.0,2.0
801–1000,Lobachevsky State University of Nizhni Novgorod,18557,8.5,0.06,53,16.9,24.4,11.0,10.7,41.9,27.3,large,Russian Federation,Europe,0.0,139.0,2.0
801–1000,London South Bank University,12270,17.3,0.35,55,17.3,16.4,8.9,12.1,32.7,69.7,medium,United Kingdom,Europe,1.0,148.0,2.0
801–1000,Mansoura University,109714,26.5,0.04,54,19.7,17.4,6.5,29.3,40.0,36.2,large,Egypt,Africa,0.0,14.0,0.0
801–1000,Marmara University,78666,39.5,0.03,49,19.9,19.4,22.7,16.5,31.7,20.5,large,Turkey,Asia,0.0,94.0,1.0
801–1000,University of Marrakech Cadi Ayyad,76560,51.7,0.01,42,19.1,18.1,7.2,25.0,34.1,41.6,large,Morocco,Africa,0.0,33.0,0.0
801–1000,Meiji University,32270,29.1,0.04,32,16.3,16.3,10.0,18.1,53.3,22.0,large,Japan,Asia,0.0,69.0,1.0
801–1000,Metropolitan Autonomous University,57092,20.1,0.13,47,17.7,17.0,15.9,16.4,38.9,25.3,large,Mexico,North America,0.0,165.0,3.0
801–1000,Mie University,7298,12.6,0.02,37,18.0,21.6,13.1,16.4,47.5,19.3,medium,Japan,Asia,0.0,69.0,1.0
801–1000,University of Miyazaki,5507,8.3,0.02,35,17.2,21.1,8.8,19.4,33.8,21.1,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Mohammed V University of Rabat,71147,32.5,0.04,53,18.9,24.4,7.9,20.0,37.8,30.0,large,Morocco,Africa,0.0,33.0,0.0
801–1000,Nagaoka University of Technology,2341,10.0,0.12,11,17.5,23.0,12.8,11.3,39.1,32.0,small,Japan,Asia,0.0,69.0,1.0
801–1000,Nagasaki University,8881,6.6,0.03,37,19.7,24.9,12.3,19.2,35.3,25.7,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Nagoya Institute of Technology,5695,16.5,0.04,13,19.3,19.2,18.7,17.1,47.7,20.8,medium,Japan,Asia,0.0,69.0,1.0
801–1000,University of Nairobi,84614,47.3,0.13,38,18.0,15.1,9.4,21.1,32.2,46.6,large,Kenya,Africa,0.0,24.0,0.0
801–1000,Nara Medical University,1155,3.3,0.01,50,16.7,25.4,9.6,13.8,38.0,14.5,small,Japan,Asia,0.0,69.0,1.0
801–1000,National Chung Cheng University,10925,16.9,0.04,39,18.3,20.2,19.5,13.4,38.3,19.4,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,National University of Colombia,51432,22.5,0.01,36,16.0,21.0,14.4,6.5,31.9,34.7,large,Colombia,South America,0.0,191.0,5.0
801–1000,National University of Córdoba,87926,22.3,0.01,62,16.6,18.3,8.6,20.2,5.0,30.9,large,Argentina,South America,0.0,187.0,5.0
801–1000,National Dong Hwa University,10174,17.5,0.07,49,19.9,18.3,13.7,21.2,60.8,32.0,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,National Research Saratov State University,10544,11.8,0.04,60,17.3,20.6,13.2,13.3,36.3,29.8,medium,Russian Federation,Europe,0.0,139.0,2.0
801–1000,National University of Tainan,5996,25.4,0.03,56,20.8,20.6,15.8,26.1,35.3,15.5,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,National Taipei University,8563,17.1,0.04,55,18.3,18.0,7.3,27.2,33.8,22.8,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,National Taipei University of Technology,10288,16.7,0.05,27,21.0,19.0,18.3,19.9,89.6,20.9,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,National Taiwan Ocean University,8609,21.7,0.07,30,21.1,19.1,22.3,18.6,52.5,23.5,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,Nicolaus Copernicus University in Toru_,21497,9.9,0.02,70,17.3,19.2,8.9,20.9,32.9,24.2,large,Poland,Europe,0.0,136.0,2.0
801–1000,Niigata University,12522,8.1,0.04,38,20.4,22.7,10.7,25.6,36.2,23.5,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Northeastern University,33348,15.1,0.04,50,20.4,21.7,22.7,9.2,98.9,24.3,large,China,Asia,1.0,61.0,1.0
801–1000,Northwest University,22167,15.0,0.02,56,21.0,19.4,11.6,31.8,38.2,16.4,large,China,Asia,0.0,61.0,1.0
801–1000,NorthWest A&F University,30722,16.7,0.01,49,19.8,20.6,11.2,25.8,40.0,20.5,large,China,Asia,0.0,61.0,1.0
801–1000,Novosibirsk State Technical University,11126,10.7,0.16,45,19.3,22.5,10.6,20.6,35.8,30.4,medium,Russian Federation,Europe,0.0,139.0,2.0
801–1000,Oakland University,15401,19.0,0.03,59,20.1,19.6,12.3,26.0,32.8,25.2,large,United States,North America,1.0,172.0,3.0
801–1000,Ocean University of China,35410,19.4,0.01,40,20.9,21.0,13.6,26.1,50.9,18.8,large,China,Asia,0.0,61.0,1.0
801–1000,Osaka Prefecture University,7931,7.4,0.03,35,18.7,23.8,12.3,17.9,39.2,20.5,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Osmania University,12017,15.5,0.03,29,19.0,33.9,8.4,14.5,32.0,15.1,medium,India,Asia,0.0,64.0,1.0
801–1000,University of Ostrava,10062,21.5,0.07,69,19.2,16.0,11.4,24.1,31.9,39.4,medium,Czech Republic,Europe,0.0,112.0,2.0
801–1000,University of Pardubice,8487,15.7,0.03,55,16.4,18.4,13.4,14.2,32.4,23.9,medium,Czech Republic,Europe,0.0,112.0,2.0
801–1000,Paris Nanterre University,33635,35.7,0.16,63,20.3,21.3,12.9,18.7,31.7,48.2,large,France,Europe,0.0,116.0,2.0
801–1000,Pondicherry University,6278,17.3,0.01,42,18.8,35.3,10.1,11.3,31.8,13.8,medium,India,Asia,0.0,64.0,1.0
801–1000,Pontifical Catholic University of Paraná,26022,23.3,0.01,53,18.6,17.1,8.6,27.7,34.5,23.0,large,Brazil,South America,0.0,189.0,5.0
801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),20944,23.6,0.01,51,21.3,22.7,12.6,25.7,45.4,25.0,large,Brazil,South America,0.0,189.0,5.0
801–1000,Pontifical Catholic University of Valparaíso,14953,23.1,0.01,43,17.9,17.4,12.9,13.2,49.0,47.7,medium,Chile,South America,0.0,190.0,5.0
801–1000,Prince of Songkla University,42751,18.3,0.01,70,16.7,16.4,8.1,20.3,34.0,32.2,large,Thailand,Asia,0.0,93.0,1.0
801–1000,Riga Technical University,11119,27.3,0.09,33,16.7,18.3,11.3,14.8,39.0,32.7,medium,Latvia,Europe,0.0,124.0,2.0
801–1000,Rio de Janeiro State University (UERJ),25811,9.9,0.13,48,15.7,21.4,9.9,12.8,40.4,19.7,large,Brazil,South America,0.0,189.0,5.0
801–1000,Ritsumeikan University,35228,14.5,0.04,35,15.7,18.6,9.0,13.9,32.7,31.8,large,Japan,Asia,0.0,69.0,1.0
801–1000,Robert Gordon University,9617,18.3,0.24,60,19.1,16.9,9.8,17.2,33.0,68.3,medium,United Kingdom,Europe,1.0,148.0,2.0
801–1000,Saga University,7015,10.3,0.03,38,17.9,21.1,11.3,17.8,48.1,22.3,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Saitama University,8808,13.9,0.05,32,19.6,19.0,11.7,24.9,33.0,27.7,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Saitama Medical University,1874,1.5,0.13,53,16.9,23.7,7.8,18.3,36.3,14.3,small,Japan,Asia,0.0,69.0,1.0
801–1000,University of Santiago Chile (USACH),23401,21.0,0.01,40,15.7,17.4,10.0,12.1,32.4,40.9,large,Chile,South America,0.0,190.0,5.0
801–1000,Seoul National University of Science and Technology (Seoul,12471,16.6,0.02,33,19.6,25.3,18.9,13.7,36.2,18.2,medium,Tech)South Korea,,0.0,Tech)South Korea,
801–1000,Shaanxi Normal University,26388,14.2,0.03,72,19.5,18.3,9.6,29.5,36.2,18.2,large,China,Asia,0.0,61.0,1.0
801–1000,Shahid Beheshti University,17113,22.6,0.01,52,20.6,21.8,19.8,19.1,46.7,16.4,large,Iran,Asia,0.0,66.0,1.0
801–1000,University of Sharjah,13300,23.6,0.61,65,21.4,18.1,8.9,16.5,36.3,99.3,medium,United Arab Emirates,Asia,0.0,96.0,1.0
801–1000,Sheffield Hallam University,24627,16.3,0.14,54,20.7,18.3,10.8,24.9,32.1,48.8,large,United Kingdom,Europe,1.0,148.0,2.0
801–1000,Shiga University of Medical Science,1134,3.0,0.02,51,21.2,24.8,9.4,27.7,40.9,21.0,small,Japan,Asia,0.0,69.0,1.0
801–1000,Shimane University,6122,8.0,0.02,37,15.5,21.8,10.0,12.6,34.4,18.2,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Shinshu University,10944,10.3,0.02,32,20.1,21.3,8.9,28.0,40.0,22.5,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Shiraz University,12879,19.3,0.01,49,20.9,22.9,20.5,18.4,45.3,16.6,medium,Iran,Asia,0.0,66.0,1.0
801–1000,Shizuoka University,10032,14.1,0.03,29,15.6,19.1,12.5,11.4,36.1,24.3,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Showa University,3747,2.4,0.01,58,16.8,27.1,8.8,13.2,34.7,15.9,small,Japan,Asia,0.0,69.0,1.0
801–1000,University of Silesia in Katowice,26470,14.1,0.02,68,16.5,18.5,7.8,20.4,31.8,22.9,large,Poland,Europe,0.0,136.0,2.0
801–1000,Simón Bolívar University,9731,12.1,0.13,44,16.3,19.0,6.3,14.9,46.7,41.6,medium,Venezuela,South America,0.0,198.0,5.0
801–1000,Slovak University of Technology in Bratislava,15749,14.8,0.02,33,16.7,21.6,13.2,11.5,34.7,26.5,large,Slovakia,Europe,0.0,142.0,2.0
801–1000,Sophia University,12907,23.6,0.08,54,17.2,23.6,10.7,11.2,32.6,37.1,medium,Japan,Asia,0.0,69.0,1.0
801–1000,University of South Africa,184432,89.6,0.12,66,16.4,18.3,10.8,13.5,32.3,37.5,large,South Africa,Africa,0.0,44.0,0.0
801–1000,Southern Federal University,20148,7.4,0.07,53,16.4,22.4,8.2,14.8,39.2,23.4,large,Russian Federation,Europe,0.0,139.0,2.0
801–1000,University of Southern Mississippi,13576,18.2,0.03,64,19.3,20.4,9.2,25.1,48.8,22.4,medium,United States,North America,1.0,172.0,3.0
801–1000,South Valley University,52098,60.8,0.01,50,16.1,14.7,6.5,18.7,31.7,44.5,large,Egypt,Africa,0.0,14.0,0.0
801–1000,Sri Venkateswara University,7663,14.1,0.13,33,21.3,34.0,9.4,20.2,32.5,18.5,medium,India,Asia,0.0,64.0,1.0
801–1000,State University of Ponta Grossa,8219,8.6,0.01,55,17.3,20.1,17.8,13.2,31.7,15.5,medium,Brazil,South America,0.0,189.0,5.0
801–1000,Suez Canal University,33846,12.7,0.01,58,20.5,18.2,7.0,31.9,0.5,45.4,large,Egypt,Africa,0.0,14.0,0.0
801–1000,Sultan Qaboos University,7623,8.0,0.03,50,20.9,22.2,10.0,15.7,47.9,71.4,medium,Oman,Asia,0.0,83.0,1.0
801–1000,University of Talca,10532,24.6,0.01,51,17.8,15.7,10.4,20.7,1.0,49.2,medium,Chile,South America,0.0,190.0,5.0
801–1000,Taras Shevchenko National University of Kyiv,22152,8.7,0.04,62,16.8,27.3,10.1,7.6,32.5,33.5,large,Ukraine,Europe,0.0,147.0,2.0
801–1000,Technical University of Ko_ice,9714,12.3,0.03,30,19.7,21.4,12.4,23.5,41.9,19.5,medium,Slovakia,Europe,0.0,142.0,2.0
801–1000,Universiti Tenaga Nasional (UNITEN),8231,22.1,0.07,41,21.4,17.1,11.7,28.6,73.4,30.7,medium,Malaysia,Asia,0.0,79.0,1.0
801–1000,Texas State University,30054,20.4,0.01,57,19.6,21.2,12.0,25.2,32.6,17.5,large,United States,North America,1.0,172.0,3.0
801–1000,Thapar University,5576,14.3,0.01,29,18.4,19.1,7.7,28.5,32.1,13.4,medium,India,Asia,0.0,64.0,1.0
801–1000,University of Tlemcen,42407,23.8,0.01,67,16.0,27.9,8.0,4.8,31.9,40.0,large,Algeria,Africa,0.0,0.0,0.0
801–1000,TOBB University of Economics and Technology,5053,16.0,0.01,45,19.9,15.6,10.2,31.1,32.4,26.9,medium,Turkey,Asia,0.0,94.0,1.0
801–1000,Tokai University,30061,12.8,0.02,27,16.2,19.6,8.3,17.5,34.3,22.9,large,Japan,Asia,0.0,69.0,1.0
801–1000,Tokushima University,7543,8.6,0.03,34,20.3,23.7,18.1,16.0,55.8,20.4,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Tokyo University of Marine Science and Technology,2660,11.1,0.07,33,17.9,23.8,12.8,11.6,50.9,28.6,small,Japan,Asia,0.0,69.0,1.0
801–1000,Tomas Bata University in Zlín,9263,21.2,0.09,59,16.7,17.9,13.0,13.4,33.6,33.6,medium,Czech Republic,Europe,0.0,112.0,2.0
801–1000,University of Toyama,9326,11.4,0.04,39,17.8,20.5,11.6,17.2,39.9,26.2,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Toyohashi University of Technology (TUT),2350,9.9,0.07,9,19.1,21.1,16.7,16.1,46.1,24.2,small,Japan,Asia,0.0,69.0,1.0
801–1000,University of Valparaíso,15654,17.4,0.03,57,17.3,15.9,8.2,19.2,32.1,46.3,large,Chile,South America,0.0,190.0,5.0
801–1000,VIT University,30473,18.1,0.03,25,17.9,17.8,8.9,24.5,33.0,22.6,large,India,Asia,0.0,64.0,1.0
801–1000,V_B - Technical University of Ostrava,18270,23.4,0.08,49,16.6,18.6,13.1,12.8,39.5,30.4,large,Czech Republic,Europe,0.0,112.0,2.0
801–1000,University of West Bohemia,12991,18.7,0.03,51,16.0,18.5,11.8,13.6,35.7,26.4,medium,Czech Republic,Europe,0.0,112.0,2.0
801–1000,West University of Timi_oara,13524,17.0,0.04,65,19.4,20.1,7.8,26.3,31.8,30.7,medium,Romania,Europe,0.0,138.0,2.0
801–1000,University of Wroc_aw,23852,12.9,0.03,49,20.3,20.1,10.9,25.8,33.8,32.5,large,Poland,Europe,0.0,136.0,2.0
801–1000,Wuhan University of Technology,50876,14.6,0.03,31,18.7,19.0,11.2,22.9,54.8,19.0,large,China,Asia,0.0,61.0,1.0
801–1000,Xiangtan University,30810,21.2,0.01,53,20.5,15.3,10.6,35.6,36.2,15.9,large,China,Asia,0.0,61.0,1.0
801–1000,Xidian University,32722,16.6,0.02,29,18.1,19.7,13.9,16.4,75.8,16.5,large,China,Asia,0.0,61.0,1.0
801–1000,Yamagata University,8961,8.2,0.01,35,19.1,21.0,10.3,23.2,49.9,20.3,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Yamaguchi University,10639,11.0,0.04,35,15.8,21.8,9.3,12.6,38.9,22.3,medium,Japan,Asia,0.0,69.0,1.0
801–1000,University of Yamanashi,4777,6.7,0.04,30,19.4,24.2,10.5,21.7,34.4,21.2,small,Japan,Asia,0.0,69.0,1.0
801–1000,Yıldız Technical University,35670,28.5,0.04,38,18.5,18.7,7.7,26.6,42.6,20.5,large,Turkey,Asia,0.0,94.0,1.0
801–1000,Yokohama National University,9968,12.8,0.07,28,20.7,22.8,21.8,14.6,45.5,24.2,medium,Japan,Asia,0.0,69.0,1.0
801–1000,Yuan Ze University,8652,20.9,0.06,42,20.8,18.8,15.0,25.9,47.1,22.6,medium,Taiwan,Asia,0.0,91.0,1.0
801–1000,University of Zagreb,73465,17.4,0.01,55,18.9,21.0,11.1,20.3,41.6,28.5,large,Croatia,Europe,0.0,109.0,2.0
1001-,Akita University,5127,8.8,0.03,35,14.4,21.9,9.1,9.2,35.1,19.0,medium,Japan,Asia,0.0,69.0,1.0
1001-,Alzahra University,10637,31.2,0.13,10,14.3,18.0,9.2,14.3,33.3,13.8,medium,Iran,Asia,0.0,66.0,1.0
1001-,Amity University,25607,15.0,0.04,43,13.4,16.7,7.6,13.2,32.7,17.9,large,India,Asia,0.0,64.0,1.0
1001-,Anadolu University,1824383,864.6,0.01,41,13.7,13.8,9.7,15.5,32.3,15.9,large,Turkey,Asia,0.0,94.0,1.0
1001-,University of the Andes Venezuela,52972,21.2,0.13,61,14.6,16.4,7.5,11.3,31.7,43.2,large,Venezuela,South America,0.0,198.0,5.0
1001-,Ankara University,65703,17.0,0.04,53,14.1,18.9,8.9,11.4,32.4,20.8,large,Turkey,Asia,0.0,94.0,1.0
1001-,Autonomous University of Baja California,59539,20.4,0.02,52,11.4,14.7,7.8,5.5,32.6,29.4,large,Mexico,North America,0.0,165.0,3.0
1001-,Autonomous University of Hidalgo State (UAEH),32210,17.7,0.13,57,10.5,17.0,7.0,3.0,33.8,21.2,large,Mexico,North America,0.0,165.0,3.0
1001-,Autonomous University of Nuevo León,96916,26.0,0.01,49,12.9,14.9,6.8,11.3,32.7,29.1,large,Mexico,North America,0.0,165.0,3.0
1001-,Autonomous University of Puebla,70345,34.9,0.13,53,13.3,15.5,7.2,11.6,34.6,28.5,large,Mexico,North America,0.0,165.0,3.0
1001-,Autonomous University of the State of Mexico,55667,22.2,0.13,55,12.5,16.4,7.7,8.8,32.0,25.0,large,Mexico,North America,0.0,165.0,3.0
1001-,Autonomous University of Yucatán,12208,12.4,0.13,48,14.7,15.6,8.3,15.1,32.8,28.5,medium,Mexico,North America,0.0,165.0,3.0
1001-,Bahauddin Zakariya University,24069,32.9,0.13,47,15.2,14.9,10.4,18.2,0.1,28.8,large,Pakistan,Asia,0.0,84.0,1.0
1001-,University of Birjand,11284,33.5,0.01,53,11.4,15.5,7.6,8.7,32.0,14.6,medium,Iran,Asia,0.0,66.0,1.0
1001-,Bogor Agricultural University,22718,15.8,0.01,57,15.3,18.4,8.7,8.9,68.2,36.6,large,Indonesia,Asia,0.0,65.0,1.0
1001-,Chaoyang University of Technology,17235,43.3,0.07,57,11.8,13.5,11.2,6.1,39.7,20.6,large,Taiwan,Asia,0.0,91.0,1.0
1001-,Chiba Institute of Technology,9668,31.0,0.01,11,11.2,15.0,8.2,7.4,34.0,15.6,medium,Japan,Asia,0.0,69.0,1.0
1001-,University of Dhaka,63010,6.8,0.05,39,14.8,20.4,6.8,9.0,31.7,41.9,large,Bangladesh,Asia,0.0,56.0,1.0
1001-,Dokuz Eylül University,58134,17.6,0.02,55,13.5,16.1,7.6,14.5,32.8,16.9,large,Turkey,Asia,0.0,94.0,1.0
1001-,Doshisha University,29220,23.8,0.03,39,11.4,16.4,6.4,6.2,33.4,24.2,large,Japan,Asia,0.0,69.0,1.0
1001-,Far Eastern Federal University,15764,8.3,0.14,49,15.1,21.2,9.6,7.9,36.2,33.8,large,Russian Federation,Europe,0.0,139.0,2.0
1001-,Federal University of Goiás,27514,10.2,0.13,45,14.0,18.7,7.3,13.6,31.7,17.6,large,Brazil,South America,0.0,189.0,5.0
1001-,Federal University of Lavras,12168,17.6,0.01,52,15.1,25.1,11.3,7.0,33.7,17.1,medium,Brazil,South America,0.0,189.0,5.0
1001-,Federal University of Ouro Preto,15380,15.7,0.13,52,14.3,16.6,5.5,18.0,32.4,19.5,large,Brazil,South America,0.0,189.0,5.0
1001-,Federal University of Paraná (UFPR),33820,13.6,0.01,47,12.6,19.6,5.3,9.2,31.7,20.4,large,Brazil,South America,0.0,189.0,5.0
1001-,Federal University of Santa Maria,25751,13.5,0.13,49,13.0,22.3,5.1,9.3,33.3,15.8,large,Brazil,South America,0.0,189.0,5.0
1001-,Federal University of Viçosa,16752,13.8,0.03,52,15.3,25.8,7.4,8.7,50.3,19.1,large,Brazil,South America,0.0,189.0,5.0
1001-,Fluminense Federal University,61662,18.1,0.13,49,14.2,17.8,8.6,12.2,32.0,24.1,large,Brazil,South America,0.0,189.0,5.0
1001-,University of Fukui,4980,9.1,0.04,28,14.2,20.5,10.2,8.4,37.2,20.3,small,Japan,Asia,0.0,69.0,1.0
1001-,Gazi University,78021,28.2,0.03,49,13.8,18.8,9.1,11.2,36.2,15.7,large,Turkey,Asia,0.0,94.0,1.0
1001-,G.B. Pant University of Agriculture & Technology Pantnagar,4567,8.2,0.13,46,11.3,22.3,7.3,2.2,32.3,12.5,small,India,Asia,0.0,64.0,1.0
1001-,University of Gda_sk,28397,17.4,0.01,69,15.4,17.5,9.3,14.8,32.2,28.8,large,Poland,Europe,0.0,136.0,2.0
1001-,GITAM University,14822,16.3,0.01,27,11.5,16.0,6.7,9.6,31.9,13.7,medium,India,Asia,0.0,64.0,1.0
1001-,Government College University Lahore,8526,19.3,0.01,43,11.5,17.5,7.9,4.0,0.0,35.3,medium,Pakistan,Asia,0.0,84.0,1.0
1001-,University of Guadalajara,118665,54.0,0.13,51,11.4,16.8,3.0,8.4,31.7,28.9,large,Mexico,North America,0.0,165.0,3.0
1001-,Guangxi University,33970,15.8,0.05,46,12.5,16.0,8.8,9.1,35.6,19.3,large,China,Asia,0.0,61.0,1.0
1001-,Hashemite University,24958,25.7,0.04,62,12.9,11.1,7.9,9.7,31.7,46.1,large,Jordan,Asia,0.0,70.0,1.0
1001-,University of Hyogo,6682,14.1,0.02,38,13.9,17.1,11.6,10.2,38.1,16.9,medium,Japan,Asia,0.0,69.0,1.0
1001-,Ibaraki University,8113,14.0,0.03,35,12.8,17.4,5.4,11.2,36.1,22.6,medium,Japan,Asia,0.0,69.0,1.0
1001-,Ivane Javakhishvili Tbilisi State University,21866,28.5,0.02,62,12.2,16.2,8.7,2.7,32.2,40.9,large,Georgia,Europe,0.0,117.0,2.0
1001-,Ivan Franko National University of Lviv,18632,11.3,0.01,68,10.9,20.2,3.1,3.7,1.4,36.4,large,Ukraine,Europe,0.0,147.0,2.0
1001-,Jawaharlal Nehru Technological University Anantapur (JNTUA),4621,13.6,0.13,39,13.3,23.6,9.7,5.3,32.5,12.7,small,India,Asia,0.0,64.0,1.0
1001-,Kanagawa University,18467,39.4,0.03,28,14.0,15.0,8.6,14.3,31.7,24.0,large,Japan,Asia,0.0,69.0,1.0
1001-,Kansai University,30211,11.5,0.02,39,13.5,23.8,7.3,5.9,32.9,21.2,large,Japan,Asia,0.0,69.0,1.0
1001-,Kaunas University of Technology,10439,13.8,0.06,39,12.6,18.1,11.7,3.3,35.7,23.7,medium,Lithuania,Europe,0.0,126.0,2.0
1001-,King Mongkut's University of Technology North Bangkok,25640,24.4,0.13,38,14.4,18.4,7.6,13.8,33.0,21.2,large,Thailand,Asia,0.0,93.0,1.0
1001-,Kogakuin University,6506,20.5,0.01,13,12.7,17.0,8.2,9.5,37.7,18.3,medium,Japan,Asia,0.0,69.0,1.0
1001-,Kwansei Gakuin University,24410,15.2,0.04,47,11.8,16.2,7.1,7.0,32.4,25.0,large,Japan,Asia,0.0,69.0,1.0
